"issuekey","created","title","description","storypoint"
"CONFSERVER-36711","02/27/2015 19:06:42","Regression: Large images are cut off on PDF Export","The original thread: https://jira.atlassian.com/browse/CONF-33727    A large image is just cutted in width on a PDF export instead of being resized.    h3. Steps to reproduce:    # Create a new page;  # Include an image (I am attaching the one I used in the test, adding borders in order to better notice the cut);  # Save the page;  # Export as PDF;  # Notice the right part is cut.  ",3
"CONFSERVER-36841","03/11/2015 13:23:54","5.7 Comments Not Working on Headings when other Macros on page","Hi there,    This page won't allow me to add comments to the headings. Running Confluence 5.7. Any ideas?  !testing.png|thumbnail!    Here's the page's source code:   !testing.png|thumbnail!  {code:java}  <ac:layout>    <ac:layout-section ac:type=""two_right_sidebar"">      <ac:layout-cell>        <h3>Word Document Dragged onto Page</h3>        <p> </p>        <p>          <ac:structured-macro ac:name=""view-file"">            <ac:parameter ac:name=""height"">250</ac:parameter>            <ac:parameter ac:name=""name"">              <ri:attachment ri:filename=""DealMaker Release Notes v6.08.9.doc""/>            </ac:parameter>          </ac:structured-macro>        </p>        <h3>PPT Dragged onto Page</h3>        <p>          <ac:structured-macro ac:name=""view-file"">            <ac:parameter ac:name=""height"">250</ac:parameter>            <ac:parameter ac:name=""name"">              <ri:attachment ri:filename=""Doc_POV_PPT.pptx""/>            </ac:parameter>          </ac:structured-macro>        </p>        <p> </p>        <h3>Random file dragged onto page</h3>        <p>          <ac:structured-macro ac:name=""view-file"">            <ac:parameter ac:name=""height"">250</ac:parameter>            <ac:parameter ac:name=""name"">              <ri:attachment ri:filename=""iqstage-current.log.gz""/>            </ac:parameter>          </ac:structured-macro>        </p>        <p> </p>        <h3>Word Macro</h3>        <p>          <ac:structured-macro ac:name=""viewdoc"">            <ac:parameter ac:name=""name"">              <ri:attachment ri:filename=""DealMaker Release Notes v6.08.9.doc""/>            </ac:parameter>          </ac:structured-macro>        </p>        <p> </p>        <p> </p>        <h3>PPT Macro</h3>        <p>          <ac:structured-macro ac:name=""viewppt"">            <ac:parameter ac:name=""name"">              <ri:attachment ri:filename=""Doc_POV_PPT.pptx""/>            </ac:parameter>          </ac:structured-macro>        </p>        <p> </p>        <h3>Simple attachment list</h3>        <p>          <ac:structured-macro ac:name=""list-attachments""/>        </p>        <p> </p>        <h3>Attachments Macro</h3>        <p>Pla<ac:inline-comment-marker ac:ref=""d1990fb6-7e4f-42b3-b0d3-9953bd1f5695"">in t</ac:inline-comment-marker>est</p>        <p>          <ac:structured-macro ac:name=""attachments""/>        </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p> </p>        <p>          <ac:structured-macro ac:name=""attachments"">            <ac:parameter ac:name=""sortBy"">name</ac:parameter>          </ac:structured-macro>        </p>        <p>          <ac:structured-macro ac:name=""viewtracker""/>        </p>        <p> </p>      </ac:layout-cell>      <ac:layout-cell>        <p>          <ac:structured-macro ac:name=""toc""/>        </p>      </ac:layout-cell>    </ac:layout-section>  </ac:layout>  {code}    ",3
"CONFSERVER-48462","04/02/2015 07:51:40","Sort Event Types alphabetically in calendar view","{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Server*. Using *Confluence Cloud*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFCLOUD-48462].   {panel}  Steps to reproduce:  - Add new calendar  - Add some custom Event types for the new calendar, named ""A"", ""B"", ""C"" etc.  - Add events with the different custom event types  - In the calendar view page, the event types are not sorted alphabetically, but in an odd and not comprehensible order. See screenshot.    This is very annoying in a calendar with many event types.",3
"CONFSERVER-37890","06/12/2015 07:51:39","Page Properties Report is fetching a limited number of pages","h3. Summary  Page Property Report Macros only fetches a limited number of pages.     h3. Environment  Experienced in 6.3.1 while issues reported from previous versions listed in the ""Affected Version""    h3. Steps to Reproduce   h5. How to reproduce method #1: Use the sample Space Export   Get this XML space export  [^900pagesPPRmacro.zip]  which is a space that contains 900 pages containing Page Property macro with the labels ""discussion""  # Load the page with the title ""PP Report Macro with Number of items to display = 100"" from the xml export  # Load the page with the title ""PP Report Macro with Number of items to display = 10000"" from the xml export    h5. How to reproduce method #2: create own space with 900 pages containing page-properties (any number more than 500):  {panel}  # create a space with more than 500 (eg: 900) pages containing page-properties.  # create a page containing the page-properties-report macro and set the ""number of objects to be shown"" to 100 and 10000  {noformat}  <p>    <ac:structured-macro ac:macro-id=""08027386-e7e9-4d92-8ad6-5168aa775020"" ac:name=""detailssummary"" ac:schema-version=""2"">      <ac:parameter ac:name=""pageSize"">100</ac:parameter>      <ac:parameter ac:name=""analytics-key"">requirements</ac:parameter>      <ac:parameter ac:name=""cql"">label = ""product"" and space = currentSpace()</ac:parameter>    </ac:structured-macro>  </p>  {noformat}  {panel}    h3.Expected Results  # all 900 pages should be listed and the page should have 9 tabs appeared (100 result for every tab)  # all 900 pages should be displayed    h3.Actual Results  # only 5 tabs are listed in this page (100 pages on every tab = only displaying 500 pages)  # only 500 pages are listed   #* Results may vary from 500-550     The following appears in atlassian-confluence.log:  {code}  2017-07-16 16:59:58,699 WARN [pool-12-thread-2] [atlassian.confluence.event.MonitorableCallerRunsPolicy] rejectedExecution Queue Overflow happened: Runnable: [Invoker: com.atlassian.confluence.event.ConfluenceListenerHandlersConfiguration$TimingListenerHandler$1$1@16fe75dc; Event: com.atlassian.confluence.impl.content.render.xhtml.analytics.MarshallerMetricsAnalyticsEvent@bcfc4d6]; Executor: [java.util.concurrent.ThreadPoolExecutor@3569abb7[Running, pool size = 2, active threads = 2, queued tasks = 256, completed tasks = 30473]]   -- url: /rest/masterdetail/1.0/detailssummary/lines | referer: http://localhost:8613/display/PPM/PP+Report+Macro+with+Number+of+items+to+display+%3D+10000 | traceId: 723d28b96b998853 | userName: admin  {code}  # Increasing http threads and database connection threads does not make any difference  # Disabling Analytics does not make any difference and the logs above still appears  # Increasing Page Property Report Caching does not make any difference    h3. Notes  The issue is specifically caused by an issue in ""fetching"" the complete result. This is because when we change the Page Property Report macro configuration as ""Reverse Sort"" (and the pages are sorted based on modified date), the oldest pages now appears in the list while the recently created pages disappeared.  ",3
"CONFSERVER-38036","06/24/2015 08:26:34","Confluence Attachment search does not work if the attachment name has hyphen  ""-""","I have uploaded an attachment which has hyphen(""-"") in its name, to a confluence page.   When I try to search the attachment by clicking ""insert -> images -> Search -> This space"",   attachment was not found in Search result.   Confluence Search is not able to find the attachment if it has ""-"" in the name.    +Steps to reproduce:+  * Upload an attachment which has ""-"" in it's name to a confluence page.(Ex: Outlook-encrypt.png)  * Edit the page and try to embed the attached image on this page by clicking ""images => Search => This space"".  * Enter the search string as ""Outlook-encrypt"" and search.  * Even though attachment exists, it will not be displayed while searching with search string ""Outlook-encrypt"".    It's very common practise to have hyphen in file names.   There are many attachments uploaded to our Confluence pages by users have the hyphens in attachment names.  Our users are not able to search the attachments because of this issue.",5
"CONFSERVER-38277","06/26/2015 16:49:43","Confluence Page gadget throws ""The resource rest/webResources/1.0/resources, cannot be found."" error","h3. Summary  After creating an application link between JIRA and Confluence, have JIRA subscribe to Confluence gadget and add the *Confluence Page Gadget* to a JIRA dashboard. You will see the following error in it.    h3. Steps to Reproduce  # Install JIRA 6.4.7 with context path (http://localhost:6471/jira)  # Install Confluence 5.8.4 with context path (http://localhost:5841/conf)  # Create an AppLink between them  # Subscribe to Confluence gadget in JIRA  # Add the *Confluence Page Gadget* to a JIRA dashboard  # Select a space and a page    h3. Expected Results  The page shows up fine with no error    h3. Actual Results  You will see the below error while nothing is thrown in the logs:    *The resource /conf/rest/webResources/1.0/resources, cannot be found*  !error.png|thumbnail!    Clicking on the link will redirect to http://localhost:6471/conf/rest/webResources/1.0/resources which is the wrong port/context path combination     h3. Notes  * Tested with both Trusted Application and OAuth  * Also tested with JIRA 6.3.15 and Confluence 5.8.4  * Does *not* happen with JIRA 6.4.7 and Confluence 5.7    h3. Workaround  If JIRA and Confluence URLs do not have a context path, the error doesn't appear.",3
"CONFSERVER-38191","07/06/2015 00:38:43","HTML-encoded characters aren't found in text searches","{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Server*. Using *Confluence Cloud*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFCLOUD-38191].   {panel}  Found with customer [~georg.kraler1] in a Page Properties Report issue CONF-37890.    Specifically, pages with words including &amp;uuml; aren't being found when searching for ü.",2
"CONFSERVER-38182","07/06/2015 10:40:43","Internet Explorer 11 memory increases continuously when browsing Confluence","h3. Summary    When browsing Confluence via IE 11 , the browser memory increases and after sometime IE does not response.  h3. Environment    Internet Explorer 11  h3. Steps to Reproduce   # Access Confluence using IE 11   # Open any page (You can also test this on confluence.atlassian.com)   # Press the development tools with F12, open Memory and start profiling ([https://msdn.microsoft.com/en-us/library/dn255003(v=vs.85).aspx])   # Just switch between pages and browse the confluence instance   # You should see an increase of memory usage with every switch    h3. Expected Results    IE 11 should not crash and run normally  h3. Actual Results    IE 11 stops working  h3. Notes    You will not be able to replicate this issue if you have large amount of RAM on your machine . I was able to replicate this when the browser memory reached 2 GB .  {panel:title=Atlassian Resolution|borderStyle=solid|borderColor=#3c78b5|titleBGColor=#3c78b5|bgColor=#e7f4fa}  Thanks for your interest in this issue.    As we dug deeper into the IE11 memory leak issue, we have been able to reliably reproduce the leak within IE11 11.0.9600.18861 (circa 08/2017) on Windows 8. Using a vanilla Confluence installation and refreshing the page a number of time, it can be observed that the memory consumed by the page itself remains consistent, however the iexplore.exe process continues to grow.    Restesting on IE11 11.251.16299.0 (circa 02/2018) and Edge 41.16299.248.0 on Windows 10 we were unable to reproduce the same memory leak.    We have not been able to find a definitive list of the issues fixed in this IE11 release, but believe the issue is [Memory leak - IE Edge - Microsoft Edge 8020622|https://developer.microsoft.com/en-us/microsoft-edge/platform/issues/8020622/] (previosuly fixed in Edge only). Therefore, whilst we are confident that this issue can be resolved, there is a small chance that there still remains an issue.    *Resolution:* Please upgrade to Windows 8/10 and the latest version of IE11 (11.251.16299.0) circa 02/2018 and Edge 41.16299.248.0 or greater to fix this issue. NOTE: The issue persists on Windows 7 for which we have not plans to address this as we believe the issues lies with Microsoft.    Cheers,    The Confluence Server team  {panel}",3
"CONFSERVER-38951","08/28/2015 17:43:36","Inline Comments Missing After Space Export/Import Process","{panel:bgColor=#e7f4fa}    *NOTE:* This bug report is for *Confluence Server*. Using *Confluence Cloud*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFCLOUD-38951].    {panel}    h3. Summary  In-line Comments and Resolved Comments are imported with a Space Export, but throw a 500 error when the REST call is made for rendering the Page. This has been replicated with space exports from Confluence Cloud and Confluence Server.    h3. Environment  * Confluence Cloud  * Confluence Server 5.7, 5.8.18 or 5.9.4.  * The Space has Resolved in-line comments    h3. Steps to Reproduce  # Go to a Space and a Page within that Space. Add two in-line comments and resolve one of them.  # Do a full XML export of the Space  # Import the Space export into a new instance (either same version or same major version)  # Notice the import completes successfully, but the in-line and resolved comments are not displayed even though they are present in the {{entities.xml}} file and database.    h3. Expected Results  In-line comments are displayed.    h3. Actual Results  The in-line comments are imported into the database, however the {{user_key}} is not mapped correctly from the old instance to the new instance.     h3. Workaround  {color:red}SQL manipulation in the database is not supported. Please make sure you have a database backup.{color}    # Shutdown Confluence  # Run this query   {code:language=sql}  select stringval from contentproperties where propertyname = 'status-lastmodifier' and stringval not in (select user_key from user_mapping) group by stringval;  {code}  # In next step after this, you will need to run update statements to replace the _username_ and _old_user_key_ values.  To obtain the corresponding _username_ values, you can use the SQL below on your *source* Confluence database.  If the source was a Cloud instance, you can ask Atlassian Support to run this query for you on your Confluence Cloud database, using the list of values from the previous step.  {code:sql}  select distinct cp.stringval, um.username, um.lower_username from contentproperties cp   join user_mapping um on cp.stringval = um.user_key  where propertyname = 'status-lastmodifier'  and stringval in (  'ff80808157d6342b0157d8d795020000',   'ff80808158be2e8d0158c14ba8ec0001',   'ff80808159726edc015983f2cb090001'  );  {code}  # Run this code to update the resolved comment's user to the correct {{user_key}}  {code:language=sql}  update contentproperties set stringval = (select user_key from user_mapping where username = '<username>') where stringval = '<old user_key>';  {code}  Where  #* {{<username>}} is the username of the User who originally resolved the in-line comment.  #* {{<old user_key>}} is the value identified from the first SQL query.  # Restart Confluence    In-line comments should now display    h3. Analysis  In-line comments are generated by a REST call  * http://confluence.mycompany.com/rest/inlinecomments/1.0/comments?containerId=<pageid>&_=1460592565065    And this returns a 500, which in the logs is  {code:title=atlassian-confluence.log|language=none}  2016-04-14 10:44:11,224 ERROR [http-nio-8090-exec-8] [common.error.jersey.ThrowableExceptionMapper] toResponse Uncaught exception thrown by REST service: null   -- url: /rest/inlinecomments/1.0/comments | userName: jrichards  java.lang.NullPointerException   at com.atlassian.confluence.plugins.inlinecomments.helper.InlineCommentUserHelper.getFullNameForUserKey(InlineCommentUserHelper.java:31)   at com.atlassian.confluence.plugins.inlinecomments.entities.InlineCommentBuilder.buildResolveData(InlineCommentBuilder.java:54)   at com.atlassian.confluence.plugins.inlinecomments.entities.InlineCommentBuilder.convertCommentToInlineComment(InlineCommentBuilder.java:111)   at com.atlassian.confluence.plugins.inlinecomments.entities.InlineCommentBuilder.build(InlineCommentBuilder.java:84)   at com.atlassian.confluence.plugins.inlinecomments.service.InlineCommentServiceImpl.getCommentThreads(InlineCommentServiceImpl.java:255)   at com.atlassian.confluence.plugins.inlinecomments.resources.InlineCommentResource.getInlineComments(InlineCommentResource.java:82)   at sun.reflect.GeneratedMethodAccessor1269.invoke(Unknown Source)   at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)   at java.lang.reflect.Method.invoke(Method.java:497)  {code}    Here's the code  {code:title=InlineCommentUserHelper.java}     public String getFullNameForUserKey(String userKey)      {          if (StringUtils.isNotEmpty(userKey))          {              return userAccessor.getUserByKey(new UserKey(userKey)).getFullName();          }            return i18nBeanFactory.getI18NBean(getUserLocale()).getText(ANONYMOUS_KEY);      }  {code}    In the Space export XML, the in-line comment is associated with the {{user_key}} but if the user is not in the new Confluence, or if they do exist but don't have that same user_key then there's no Full name.    # The above code needs to be more robust for checking nulls  # The import needs to map in-line comments to username the same way Page ownership and other items are mapped",3
"CONFSERVER-38993","09/01/2015 18:24:56","XML Exports containing special characters (like an Ellipsis) in Highlighted Inline Comments Increases String Length, causing the XML Import to Fail ","{panel:bgColor=#e7f4fa}    *NOTE:* This bug report is for *Confluence Server*. Using *Confluence Cloud*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFCLOUD-38993].    {panel}    h3. Summary  Whenever a user inserts an ellipsis character (i.e. ""…"" which is three dots represented as a single character) as content in Confluence, and an inline comment is created from highlighting that content, the resulting Site Export (or Space Export containing comments) will convert the ellipsis to three separate period characters (i.e. 3 ""."" in a row). Thus, the resulting string in the entities.xml import will be longer in character count than the original string. If the original string was close to 255 characters, the 'converted' string will be greater than 255 characters. This causes subsequent attempts to import this data to fail with the following error:    {code} ERROR [Long running task: Importing data] [sf.hibernate.util.JDBCExceptionReporter] logExceptions Data truncation: Data too long for column 'STRINGVAL' at row 1{code}    or this one:    {code}Caused by: java.sql.BatchUpdateException: Batch entry 2 insert into CONTENTPROPERTIES (PROPERTYNAME, STRINGVAL, LONGVAL, DATEVAL, PROPERTYID) values ('inline-original-selection', 'typedef struct EthrLagGroupCbkEntryData{    EthrLagGroupLagLinkList ethrLagLinkList; /* List of LAG links */    EthrLagMemberSpeed ethrLagMemberSpeed;    EthrManualMacAddress ethrManualMacAddress;    ......    EthrLagSpared16 spareField1;    EthrLagSpared8...', NULL, NULL, XXXX) was aborted{code}    This error is dependant on the content you are making a comment from.      h3. Steps to Reproduce  # Log in to Confluence and create a new page  # Enter the following as text in the page {noformat}  typedef struct EthrLagGroupCbkEntryData  {      EthrLagGroupLagLinkList ethrLagLinkList; /* List of LAG links */      EthrLagMemberSpeed ethrLagMemberSpeed;      EthrManualMacAddress ethrManualMacAddress;      ……      EthrLagSpared16 spareField1;      EthrLagSpared8  {noformat}  # highlight the content and wait for the inline comment icon to appear  # create an inline comment  # notice the string length for the highlighted text is less than 255 characters  # Perform a space export, selecting custom to include comments  # Once the zip is created, open the entities.xml and search for the inline comment  # Notice the new content is more than 255 characters {noformat}typedef struct EthrLagGroupCbkEntryData{    EthrLagGroupLagLinkList ethrLagLinkList; /* List of LAG links */    EthrLagMemberSpeed ethrLagMemberSpeed;    EthrManualMacAddress ethrManualMacAddress;    ......    EthrLagSpared16 spareField1;    EthrLagSpared8{noformat}  # This breaks the Space Import since the data column size for STRINGVAL is 255.      h3. Expected Results  The export does not add characters to special characters like the ellipsis.    h3. Notes  For the error to be replicated in an import, the original string for the highlighted text has to be close to 255 characters. If the string is not close, the conversion will not affect the import as it will remain under 255.    h3.Workaround  Before exporting, delete the inline comments which are highlighting text which are close to 255 characters and contain the ellipsis character. Alternatively, you can edit the entities.xml file and shorten the inline comment there to be less than 255 characters.",3
"CONFSERVER-39298","09/17/2015 11:55:14","The entity_picker.js  loading is slow for the first response","The file {{entity_picker.js}} takes 20 seconds+ to load for the first response in a vanilla Confluence. The subsequent response is usually fast after it has been cached. This prevents large instances from loading the file due to a timeout.    h3. Step To Replicate   # Go to *!https://confluence.atlassian.com/doc/files/590259974/590058056/1/1398739558493/Cog.png! > General Configuration > Global Permissions*  # Click search for the *Grant browse permission to* field for Groups.    h3. Observed Result  The following result takes 20 second to complete even in a newly installed instance.    !sample.png|thumbnail!   This bug affect all the features that require {{entity_picker.js}}, for example adding restrictions to Team Calendars or Pages.    h3. Workaround  Turning off HTTP compression in *!https://confluence.atlassian.com/doc/files/590259974/590058056/1/1398739558493/Cog.png! >  General Configuration > Connection Timeouts* may work in some instances.    !image-2016-08-16-16-39-58-530.png!     ",0
"CONFSERVER-39392","09/25/2015 17:47:45","When using Editor, scrollbar does not work at top of the page","h3. Summary    When editing a page in Confluence, the portion of the scrollbar that lies within the title bar area of the page cannot be clicked and dragged.  Typically, this occurs when the page is very long and scrollbar is small.  However, in certain instances where the scrollbar straddles the title bar and the rest of the content, you can click on the lower portion of the scroll bar that lies within the main content area and drag it.    h3. Steps to Reproduce    # Create a page in Confluence and provide a title and add more than a screen full of text or content.  # Save the page.  # Edit the page.  # Click on that portion of the scrollbar that lies within the title bar area of the page.  It won't move.  # If a portion of the scrollbar lies within the content area of the page, it should be draggable.      h3. Workaround    Use the mouse wheel, touchpad or down arrow key to move the cursor down the page and move the scrollbar down.  Once the scroll bar is out of the title bar area, it should resume working.",3
"CONFSERVER-39393","09/25/2015 23:49:54","Confluence performance can degrade when JIRA/Bamboo has performance problems due to gadget feed retrieval","It was observed when Confluence is configured to retrieve a gadget feed from an external application, such as JIRA or Bamboo, if that application becomes unresponsive, Confluence can also gradually become unresponsive as well. This is due to threads attempting to read gadget feeds from the linked application, triggered by common Confluence Editor operations such as inserting a macro or loading the macro browser.    Thread dumps taken from the Confluence JVM during this time will show the majority of HTTP threads (245 out of 300 in the case observed) looking like the below:  {code}  ""http-nio-8090-exec-232"" #424 daemon prio=5 os_prio=0 tid=0x00007f4aac0d0000 nid=0xca62 waiting on condition [0x00007f47c49c4000]     java.lang.Thread.State: WAITING (parking)   at sun.misc.Unsafe.park(Native Method)   - parking to wait for  <0x00000003cd4014d0> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)   at java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)   at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2039)   at org.codehaus.httpcache4j.cache.Mutex.acquire(Mutex.java:45)   at org.codehaus.httpcache4j.cache.HTTPCache.doCachedRequest(HTTPCache.java:103)   at org.codehaus.httpcache4j.cache.HTTPCache.doCachedRequest(HTTPCache.java:80)   at com.atlassian.gadgets.directory.internal.impl.GadgetFeedReaderImpl.<init>(GadgetFeedReaderImpl.java:46)   at com.atlassian.gadgets.directory.internal.impl.GadgetFeedReaderFactoryImpl.getFeedReader(GadgetFeedReaderFactoryImpl.java:28)   at sun.reflect.GeneratedMethodAccessor3143.invoke(Unknown Source)   at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)   at java.lang.reflect.Method.invoke(Method.java:497)   at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:307)   at org.springframework.osgi.service.importer.support.internal.aop.ServiceInvoker.doInvoke(ServiceInvoker.java:58)   at org.springframework.osgi.service.importer.support.internal.aop.ServiceInvoker.invoke(ServiceInvoker.java:62)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)   at org.springframework.aop.support.DelegatingIntroductionInterceptor.doProceed(DelegatingIntroductionInterceptor.java:131)   at org.springframework.aop.support.DelegatingIntroductionInterceptor.invoke(DelegatingIntroductionInterceptor.java:119)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)   at org.springframework.osgi.service.util.internal.aop.ServiceTCCLInterceptor.invokeUnprivileged(ServiceTCCLInterceptor.java:56)   at org.springframework.osgi.service.util.internal.aop.ServiceTCCLInterceptor.invoke(ServiceTCCLInterceptor.java:39)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)   at org.springframework.osgi.service.importer.support.LocalBundleContextAdvice.invoke(LocalBundleContextAdvice.java:59)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)   at org.springframework.aop.support.DelegatingIntroductionInterceptor.doProceed(DelegatingIntroductionInterceptor.java:131)   at org.springframework.aop.support.DelegatingIntroductionInterceptor.invoke(DelegatingIntroductionInterceptor.java:119)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)   at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:204)   at com.sun.proxy.$Proxy2822.getFeedReader(Unknown Source)   at com.atlassian.confluence.plugins.gadgets.metadata.GadgetsMacroMetadataProvider.getUrisFromFeedStore(GadgetsMacroMetadataProvider.java:240)   at com.atlassian.confluence.plugins.gadgets.metadata.GadgetsMacroMetadataProvider.getGadgetUris(GadgetsMacroMetadataProvider.java:225)   at com.atlassian.confluence.plugins.gadgets.metadata.CachingGadgetsMacroMetadataProvider.getGadgetUris(CachingGadgetsMacroMetadataProvider.java:181)   at com.atlassian.confluence.plugins.gadgets.metadata.CachingGadgetsMacroMetadataProvider.getData(CachingGadgetsMacroMetadataProvider.java:116)   at com.atlassian.confluence.plugins.gadgets.metadata.CachingGadgetsMacroMetadataProvider.getSummaries(CachingGadgetsMacroMetadataProvider.java:157)   at com.atlassian.confluence.macro.browser.DefaultMacroMetadataManager.buildMacroSummaries(DefaultMacroMetadataManager.java:123)   at com.atlassian.confluence.macro.browser.DefaultMacroMetadataManager.getAllMacroSummaries(DefaultMacroMetadataManager.java:42)   at com.atlassian.confluence.macro.browser.DefaultMacroBrowserManager.getMacroSummaries(DefaultMacroBrowserManager.java:66)   at com.atlassian.confluence.macro.browser.actions.BrowseMacrosAction.getSummaries(BrowseMacrosAction.java:58)   at com.atlassian.confluence.macro.browser.actions.BrowseMacrosAction.execute(BrowseMacrosAction.java:36)   at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:168)   at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:35)   at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:165)   at com.atlassian.confluence.core.ConfluenceWorkflowInterceptor.intercept(ConfluenceWorkflowInterceptor.java:65)  ...   at com.atlassian.core.filters.AbstractHttpFilter.doFilter(AbstractHttpFilter.java:31)   at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)   at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)   at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)   at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)   at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:501)   at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)   at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)   at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:98)   at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)   at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:408)   at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1040)   at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:607)   at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1721)   at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1679)   - locked <0x000000048d4da578> (a org.apache.tomcat.util.net.NioChannel)   at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)   at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)   at java.lang.Thread.run(Thread.java:745)  {code}    These threads will be long-running and appear in multiple thread dumps taken over a period of time. The impact to users is that eventually Confluence will not have enough threads free in order to service users.    Other indications include in {{atlassian-confluence.log}} messages like  {code:title=atlassian-confluence.log}  2017-08-14 11:45:46,664 ERROR [http-nio-8887-exec-6] [[Standalone].[localhost].[/].[servlet-module-container-servlet]] log Servlet.service() for servlet [servlet-module-container-servlet] in context with path [] threw exception  java.lang.RuntimeException: java.util.concurrent.TimeoutException  {code}  and  {code:title=atlassian-confluence.log}  2017-08-14 11:55:32,685 WARN [http-nio-8887-exec-10] [confluence.util.profiling.DefaultActivityMonitor] close Exceeded the threshold of 60000 ms: ActivitySnapshot{startTime=1502682314843, threadId=146, threadName='http-nio-8887-exec-10', userId='<unknown>', type='web-request', summary='/plugins/macrobrowser/browse-macros.action?detailed=false&macroMetadataClientCacheKey=1502682297826'}   -- referer: https://confluence.mycompany.com/display/SK/This+is+a+page | url: /plugins/macrobrowser/browse-macros.action | traceId: 8bfdb50a52b72392 | userName: userXYZ  {code}    h3. Workaround  Effort should be made to address the JIRA or Bamboo unavailability problem as that is the trigger for this bug. In the short term, the offending gadget feed may be temporarily removed from Confluence Admin > External Gadgets in order to avoid further outages.",3
