"issuekey","created","storypoint","context","codesnippet","t_Suggestion","t_Bug","c_Page...Export","c_Administration...Look.and.Feel...Themes","c_Integrations...JIRA","c_Editor...Comment.Editor","c_Macros...Gadgets","c_Add.ons...Confluence.Questions","c_Space...Import...Export","c_Macros...JIRA.Macros","c_Editor...TinyMCE.4","c_Content...Attachments","c_Page...Import","c_Macros...Task.Report","c_Search...Indexing","c_Navigation...People.Directory","c_Core...APIs","c_Core...Connect.Platform","c_Ecosystem","c_Site...Backup...Import","c_Onboarding...nth.user","c_Documentation...All","c_Content...Inline.Comments","c_Navigation...Dashboard","c_Search...Core","c_Core...Workbox","c_Macros...Other.Macros","c_Core...Frontend.Platform","c_Add.ons...Team.Calendar","c_Integrations...Office.Connector","c_Editor...Collaborative.editing","c_WebDAV...Editing","c_Navigation...Single.Page.App","c_Navigation...Space.Directory","c_Navigation...Sidebar","c_User...Global...Space.Permissions","c_Content...Page","c_Content...Blueprints...Templates","c_Editor...Fabric","c_Editions...AdminKey","c_Content...Restrictions","c_Content...Labels","c_Search...Advanced.Search","c_TWP...Search"
"CONFCLOUD-47594","11/06/2013 03:35:20",3,"Downvote emails are not really anonymous ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-47594].   {panel}  !https://s3.amazonaws.com/uploads.hipchat.com/10804/157979/7Op4DM7Y2te9XKq/%5BConfluence%5D+New+vote+for+an+answer+on+%22can+I+accept+a+question%3F%22+-+jhoarau%40atlassian.com+-+Atlassian+Mail+2013-11-06+14-26-18.png!""","",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-31528","11/07/2013 19:27:57",1,"When Space XML Imports Fail, Partial Space Data is Left in the Database ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-31528].   {panel}  Space XML imports will sometimes fail due to a variety of reasons: * Confluence runs out of memory * The import process times out * Unique key constraint violations * A few other causes are described in https://confluence.atlassian.com/display/DOC/Troubleshooting+XML+backups+that+fail+on+restore  Oftentimes these partially imported spaces remain in the DB without any way to remove them via the UI, making a re-import attempt impossible (due to a duplicate Space Key or other constraint violation).  Can we investigate: - some way to rollback a failed XML space import (or determine whether imports will fail before it starts)? - possibilities for Confluence to automatically recognise half-imported Spaces and delete related data from the UI?  *Current workaround:* [How to Manually Delete a Space|https://confluence.atlassian.com/display/CONFKB/How+to+Manually+Delete+a+Space] (Cloud users will need to contact Atlassian Support and request removing the Space from Confluence database)""","",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-31534","11/07/2013 23:56:23",3,"When Epic Link is chosen as a display field in the JIRA macro, it should show Epic Name. ""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.atlassian.com/browse/CONFSERVER-31534].   {panel}  This was recently fixed in Jira, where in Issue Navigator issues now show their Epic's name rather than the Epic's Issue Key.  In Confluence, the Epic's Issue Key is still displayed when using the JIRA macro.""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-31708","11/21/2013 05:40:50",5,"JIRA Issues Macro doesn't show resolution date ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-31708].   {panel}  Steps to replicate:  # Link together a JIRA 6.2-OD-03, Confluence 5.3-OD-12 instance (or just use OnDemand) and JIRA Macros v 5.2 is installed.  # Create an issue in JIRA and resolve it # Create a page in Confluence, # Add the JIRA Issues Macro and perform a JQL search for the issue in step 2. Under display options add the Resolved field. # Save the page  Result:  Resolutiondate (all one word for some reason) will be displayed, but it will be empty  Expected result:  Resolution date will appear in the resolutiondate field.  PS: This is affecting Confluence 5.3/5.3.4 and also JIRA issues macro version 5.1.1 and 5.1.3.""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-54525","12/03/2013 06:10:58",1,"Jira Issues macro displays java.lang.NullPointerException when included on Welcome Message ""h5. Steps to reproduce  # Go to Confluence Admin >> Global Templates  # Edit Default Welcome Message, and add a Jira Issues macro listing more than one issue (eg: status = Open) or a markup with:    # Preview will show the issues correctly.  # Save  # Go to the Welcome Page: the macro will not be rendered, instead shows this error:  {quote}  java.lang.NullPointerException  {quote}  # No error is reported on the logs (Jira or Confluence).    h5. Workaround  # Create a new page. For example, titled """"_Welcome"""" on a space with spacekey DS.  # Add the jiraissues macro in that page and save it  # Edit the Default Welcome Message and add a Include Page macro pointing to """"DS:_Welcome""""  # JIRA issues macro now should be rendered fine in the Dashboard Welcome page.    h5. Testing Notes  Follow the Steps to reproduce above, you can add more than 1 JIM markups to the Welcome page, the test will be passed if:  # No NPEs shown  # Refresh links work properly (only a JIM table is refreshed at one time)  # Table sorting works properly""","  {jira:anonymous=true|url=http://jira.atlassian.com/sr/jira.issueviews:searchrequest-xml/temp/SearchRequest.xml?jqlQuery=project+%3D+CONF+AND+%28summary+%7E+jiraissues+OR+description+%7E+jiraissues+OR+comment+%7E+jiraissues%29&tempMax=10|columns=type;key;summary}  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-31911","12/09/2013 14:09:40",2,"Unable to do Space/Page PDF Export with Large Dimension Image Attached in a Page ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-31911].   {panel}  Space/Page PDF Export fail when having large image attached in a page with this error:   The sample image is on the attachment."""," 2013-12-09 21:14:17,650 ERROR [Long running task: PDF Space Export] [core.task.longrunning.AbstractLongRunningTask] doInTransactionWithoutResult Error during PDF export  -- url: /spaces/flyingpdf/doflyingpdf.action | userName: admin | referer: http://localhost:8022/spaces/flyingpdf/flyingpdf.action?key=TEST | action: doflyingpdf com.atlassian.confluence.importexport.ImportExportException: Exception thrown while rendering the page 'Export PDF later' to the PDF document C:\Program Files\Atlassian\Application Data\Confluence_5.1.3\temp\pdfexport-20131209-091213-2114-23\TEST-091213-2114-24.pdf  at com.atlassian.confluence.extra.flyingpdf.FlyingSaucerXmlToPdfConverter.convertXhtmlToPdf(FlyingSaucerXmlToPdfConverter.java:111)  at com.atlassian.confluence.extra.flyingpdf.FlyingSaucerPdfExporterService.createPdfForSpace(FlyingSaucerPdfExporterService.java:60)  at com.atlassian.confluence.extra.flyingpdf.PdfExportLongRunningTask$1.doInTransactionWithoutResult(PdfExportLongRunningTask.java:72)  at org.springframework.transaction.support.TransactionCallbackWithoutResult.doInTransaction(TransactionCallbackWithoutResult.java:33)  at org.springframework.transaction.support.TransactionTemplate.execute(TransactionTemplate.java:128)  at com.atlassian.confluence.extra.flyingpdf.PdfExportLongRunningTask.runInternal(PdfExportLongRunningTask.java:52)  at com.atlassian.confluence.util.longrunning.ConfluenceAbstractLongRunningTask.run(ConfluenceAbstractLongRunningTask.java:26)  at com.atlassian.confluence.util.longrunning.ManagedTask.run(ManagedTask.java:35)  at java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)  at java.util.concurrent.FutureTask$Sync.innerRun(Unknown Source)  at java.util.concurrent.FutureTask.run(Unknown Source)  at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)  at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)  at java.lang.Thread.run(Unknown Source) Caused by: java.lang.RuntimeException: Failed to read image  at com.atlassian.confluence.extra.flyingpdf.LightITextFSImage.getImage(LightITextFSImage.java:128)  at org.xhtmlrenderer.pdf.ITextOutputDevice.drawImage(ITextOutputDevice.java:768)  at org.xhtmlrenderer.pdf.ITextImageElement.paint(ITextImageElement.java:72)  at org.xhtmlrenderer.pdf.ITextOutputDevice.paintReplacedElement(ITextOutputDevice.java:183)  at org.xhtmlrenderer.layout.Layer.paintReplacedElement(Layer.java:554)  at org.xhtmlrenderer.layout.Layer.paintReplacedElements(Layer.java:511)  at org.xhtmlrenderer.layout.Layer.paintAsLayer(Layer.java:485)  at org.xhtmlrenderer.render.BlockBox.paintInline(BlockBox.java:265)  at org.xhtmlrenderer.layout.Layer.paintInlineContent(Layer.java:274)  at org.xhtmlrenderer.layout.Layer.paint(Layer.java:346)  at org.xhtmlrenderer.pdf.ITextRenderer.paintPage(ITextRenderer.java:384)  at org.xhtmlrenderer.pdf.ITextRenderer.writePDF(ITextRenderer.java:348)  at org.xhtmlrenderer.pdf.ITextRenderer.createPDF(ITextRenderer.java:315)  at org.xhtmlrenderer.pdf.ITextRenderer.createPDF(ITextRenderer.java:246)  at com.atlassian.confluence.extra.flyingpdf.FlyingSaucerXmlToPdfConverter.convertXhtmlToPdf(FlyingSaucerXmlToPdfConverter.java:94)  ... 13 more Caused by: java.lang.ArrayIndexOutOfBoundsException: -1  at com.lowagie.text.Jpeg.processParameters(Unknown Source)  at com.lowagie.text.Jpeg.<init>(Unknown Source)  at com.lowagie.text.Image.getInstance(Unknown Source)  at com.atlassian.confluence.extra.flyingpdf.LightITextFSImage.getImage(LightITextFSImage.java:122)  ... 27 more ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-47633","12/11/2013 04:49:09",8,"Content type icon for Questions doesn't show up in user's profile activity stream ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-47633].   {panel}  ""","",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-31934","12/11/2013 11:54:22",3,"Unable to create issues from Confluence when linked to EPICs ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-31934].   {panel}  Steps to reproduce:  - Highlight a text in a Confluence page and click on the popup to create JIRA issue. - Make sure the """"Link to epic"""" is available and tick it. - You will be faced with this error:  !conf-3.png!  In the logs, I observed the following stack :     Reasons: This is a known limitation where issues cannot be created with Epic links if the """"Epic Links"""" field is not enabled as a  field in a default screen in JIRA. Created with Epic links if the """"Epic Links"""" field is not enabled as a default field in JIRA. Workaround:  1. Not select an epic to link the issues to.  2. Add epic link as a field in default screen via secure/admin/ConfigureFieldScreen.jspa?id=1 with admin privileges. """," 2013-12-11 16:14:42.974261500 com.atlassian.sal.api.net.ResponseStatusException: Unexpected response received. Status code: 400 2013-12-11 16:14:42.974271500  at com.atlassian.applinks.core.auth.ApplicationLinksStringReturningResponseHandler.handle(ApplicationLinksStringReturningResponseHandler.java:19) 2013-12-11 16:14:42.974273500  at com.atlassian.applinks.core.auth.ApplicationLinksStringReturningResponseHandler.handle(ApplicationLinksStringReturningResponseHandler.java:13) 2013-12-11 16:14:42.974274500  at com.atlassian.applinks.core.auth.trusted.TrustedApplinksReturningResponseHandler.handleNormally(TrustedApplinksReturningResponseHandler.java:40) 2013-12-11 16:14:42.974277500  at com.atlassian.applinks.core.auth.trusted.TrustedApplinksReturningResponseHandler.handle(TrustedApplinksReturningResponseHandler.java:28) 2013-12-11 16:14:42.974282500  at com.atlassian.plugins.rest.module.jersey.JerseyRequest$2.handle(JerseyRequest.java:166) 2013-12-11 16:14:42.974282500  at com.atlassian.sal.core.net.HttpClientRequest.executeAndReturn(HttpClientRequest.java:351) 2013-12-11 16:14:42.974283500  at com.atlassian.plugins.rest.module.jersey.JerseyRequest.executeAndReturn(JerseyRequest.java:161) 2013-12-11 16:14:42.974285500  at com.atlassian.applinks.core.auth.ApplicationLinkRequestAdaptor.executeAndReturn(ApplicationLinkRequestAdaptor.java:78) 2013-12-11 16:14:42.974286500  at com.atlassian.applinks.core.auth.trusted.TrustedRequest.executeAndReturn(TrustedRequest.java:51) 2013-12-11 16:14:42.974287500  at com.atlassian.applinks.core.auth.AbstractApplicationLinkRequest.execute(AbstractApplicationLinkRequest.java:159) 2013-12-11 16:14:42.974289500  at com.atlassian.confluence.extra.jira.DefaultJiraIssuesManager.createAndUpdateResultForJiraIssue(DefaultJiraIssuesManager.java:474) 2013-12-11 16:14:42.974290500  at com.atlassian.confluence.extra.jira.DefaultJiraIssuesManager.createIssuesInSingle(DefaultJiraIssuesManager.java:313) 2013-12-11 16:14:42.974291500  at com.atlassian.confluence.extra.jira.DefaultJiraIssuesManager.createIssues(DefaultJiraIssuesManager.java:297) 2013-12-11 16:14:42.974294500  at com.atlassian.confluence.plugins.jira.CreateJiraIssueResource.createJiraIssues(CreateJiraIssueResource.java:70) 2013-12-11 16:14:42.974295500  at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 2013-12-11 16:14:42.974295500  at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) 2013-12-11 16:14:42.974296500  at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 2013-12-11 16:14:42.974298500  at java.lang.reflect.Method.invoke(Method.java:597) ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-32234","01/15/2014 09:18:02",3,"JIRA Issue Macro not Rendering HTML in custom fields  ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-32234].   {panel}  h5. Steps to reproduce:  # Create a custom field in JIRA that contains any HTML within the custom field. # In Confluence, include a JIRA Issue Macro in a page, and retrieve a list of issues that contains the custom field above. # HTML in those custom fields will not be rendered and it will show plain text exposing the HTML tags.  h5. Workaround  No workaround yet.  h5.Screen shot:  !htmlbroken.png|thumbnail! ""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-32457","02/02/2014 22:31:56",3,"Editor toolbar behaves incorrectly on quick edit ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-32457].   {panel}  There are strange behaviors with quickedit. Most of the issues revolve around using the editor toolbar in quick edit (not in full edit). These have been confirmed in 5.4.1. (as long as quick-edit is enabled) and possibly go back to 5.1  Using options like bold now adds additional blank lines after the content !bold.gif|width=100%!  When attempting to user the list toolbar buttons on quick-edit of a blank page I'm seeing the following in the logs, coming out of 'com.atlassian.plugins.tinymce:atlassian-rte-javascript-tinymce-extensions' 'jscripts/tiny_mce/plugins/lists/editor_plugin_src.js'. The button will not work again until the user clicks inside the body  !number.gif|width=100%!  """," Uncaught NotFoundError: An attempt was made to reference a Node in a context where it does not exist. VM1756:2720 ab VM1756:2720 (anonymous function) VM1756:2720 b.each VM1756:2115 V VM1756:2720 N VM1756:2720 y VM1756:2720 b.each VM1756:2115 tinymce.create.splitSafeEach VM1756:2720 tinymce.create.process VM1756:2720 tinymce.create.applyList VM1756:2720 (anonymous function) VM1756:2720 n.create.execCommand VM1756:2610 aspect batch.js:245 (anonymous function) VM1756:2698 tinymce.create.dispatch VM1756:2126 (anonymous function) VM1756:2885 d.event.dispatch batch.js:73 g.handle.i ",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-32474","02/03/2014 22:42:31",8,"The Confluence editor should strip markup and classes when it is pasted into the page ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-32474].   {panel}  Custom markup can cause problems with rendering content in Confluence. We should strip out anything that might potentially cause strange page rendering. We should have a whitelist of allowed styles etc.""","",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-32525","02/05/2014 22:06:38",8,"Pages/Blogs timeout if they contain too many JIRA Issues Macros  ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-32525].   {panel}  When a page/blog has too many JIRA Issues Macros, the page times out as Confluence tries to make JIRA calls for all the macros.  The correct behaviour should be to call JIRA asynchronously and timeout the individual macros, not the page.  The number of calls that JIRA can handle should also be considered. We should avoid overloading JIRA.  h3. Workaround:  Split out the JIRA Issues Macro onto separate pages.  Also avoid using functionality that avoids loading multiple pages at once, such as viewing the blogs posts of a space, as this will trigger many calls to JIRA simultaneously.  h3. Fix Upgrade to [JIRA Macros version 5.5.4|https://marketplace.atlassian.com/plugins/confluence.extra.jira]. This was bundled in Confluence 5.5.  h3. Important note: This fix makes use of JIRA request batching which is only available since JIRA *6.0.29*. For the older version of JIRA (5+), this fix has no effect.""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-32762","02/27/2014 12:52:48",3,"Image rotation of imported photographs is wrong ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-32762].   {panel}  This may or may not be a duplicate of [#CONF-17621], about EXIF rotation, marked as """"won't fix"""".  I understand from that issue that there is some debate about whether this is Confluence's issue or a browser issue.  Let me explain my experience.  # I take a picture with my iPhone, it displays it the correct way up # I email it to myself, Gmail displays it the correct way up # I accidentally import it into my Google Drive, it displays it the correct way up # I download it to my Mac, it display it the correct way up # I import it into Confluence, it displays it the wrong way round # I start writing this ticket, and have an idea or two... # I access it in Chrome using a file:// URI, it displays it the right way up # I boot a Windows 7 VM and ping it over there, it displays it the right way up (perhaps a file:// URI in IE6 would be the nail in the coffin?)   {panel:title=Atlassian Status as of February 14, 2017|borderStyle=solid|borderColor=#3C78B5| titleBGColor=#3C78B5| bgColor=#E7F4FA}  Hi All,  Thank you for your feedback on this issue thus far. This is certainly an issue which has done its round on the internet over the years for many browser and application vendors alike, with each pointing the finger at each other as to whether the application or browser should observe the EXIF rotation metadata.  The obvious solution is for all browsers to support the 'image-orientation' CSS, however after many years this is still only supported by Firefox. We have explored no less than 6 different solutions to this issue as each brings pros and cons in terms of performance, behaviour and complexity. As a result of this exercise, it has been decided that image rotation would be done server side based on the EXIF rotation metadata.  The actual implementation is somewhat different for Server and Cloud deployments, and thus the rollout/delivery may occur at different times, however is high up in the queue right now.  Confluence Product Management {panel}""","",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-33478","04/30/2014 00:29:46",3,"System applinks remain in Confluence OnDemand export, can't be modified in UI upon import ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-33478].   {panel}  Appears applications links have changed somewhat- now these exist in JIRA and Confluence OnDemand exports as system application links and cannot be modified without additional work directly in the database  We should either unlock their configuration upon export or remove all application links ""","",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-33507","05/01/2014 19:05:23",2,"When a page is exported to PDF, Issue Statistics macro is displayed as a link ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-33507].   {panel}  When a page is exported to PDF, its Issue Statistics macro is displayed as a link on the PDF.  Steps to reproduce: Add the Issue Statistics macro to a page (from my tests, the problem happens with all configurations, so select any) Save the page Export the page to PDF""","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-54336","05/09/2014 02:51:32",2,"Allow PDF Export TOC to be replicated via PDF Stylesheet ""When exporting a space via PDF, applying a custom style-sheet only allows you to create a table-of-contents style numbering for contents within a page.    When the same stylesheet is applied to the page titles and their hierarchy within a space, the sub-level entries are reset to zero:    PDF Export example:  !pdf_export_example.jpg|thumbnail!    Source Space example:  !css_source_example.jpg|thumbnail!    Custom style-sheet:      The expectation is ToC styling should be available to style-sheet customisation within Confluence.""","body {          counter-reset: h2counter 0;      }      h1 {          counter-reset: h2counter 0;      }        h2:before {          content: counter(h2counter) """".\0000a0\0000a0"""";          counter-increment: h2counter;      }      h2 {          counter-reset: h3counter 0;     }        h3:before {          content: counter(h2counter) """"."""" counter(h3counter) """".\0000a0\0000a0"""";          counter-increment: h3counter;      }      h3 {          counter-reset: h4counter 0;      }       h4:before {           content: counter(h2counter) """"."""" counter(h3counter) """"."""" counter(h4counter) """".\0000a0\0000a0"""";           counter-increment: h4counter;      }     h4 {         counter-reset: h5counter 0;      }         h5:before {           content: counter(h2counter) """"."""" counter(h3counter) """"."""" counter(h4counter) """"."""" counter(h5counter) """".\0000a0\0000a0"""";           counter-increment: h5counter;   }",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-33611","05/11/2014 20:57:05",2,"Space exports with Page Properties Report macro contain Error rendering macro 'detailssummary' where page properties should be ""{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding bug report|http://jira.atlassian.com/browse/CONFSERVER-33611].   {panel}  If your space is using the Page Properties Macro and you export the space to PDF, there is a macro error in place of all positions where the Page Property Macro exists.  _Note:_ In the export progress screen, the error message will always name the last page in the export, even if doesn't use the macro.  Search Confluence using {{macroName: detailssummary*}} to identify the actual affected pages.  *Wokarounds:* * export individual pages to PDF. * Move pages with Page Properties Macro to a different Space to avoid receiving the error and then back to the same Project.""","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-51782","05/12/2014 04:33:04",8,"Document the REST API by using Enunciate maven plugin ""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.atlassian.com/browse/CONFSERVER-51782].   {panel}  ""","",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
