"issuekey","created","title","description","storypoint"
"ALOY-932","01/21/2014 14:45:54","Improve error messages when attempting to bind to complex objects","When attempting to bind to a complex object, such as the following, the resulting error messages are not clear and meaningful.    {code}  <TableView dataCollection=""provider"">      <TableViewRow id=""row"" onClick=""doViewDetails"">          <ImageView id=""rowImage"" image=""{photo.urls.square_75}"" />          <Label id=""rowFirstName"" text=""{first_name}"" />          <Label id=""rowLastName"" text=""{last_name}"" />      </TableViewRow>  </TableView>  {code}    Generates:    {{""'undefined' is not an object (evaluating 'Alloy.Models.photo.on')"";}}    Which doesn't clearly identify the problem being the attempt to reference the deep object reference {{photo.urls.square_75}}.     As pointed out in the original source of this ticket (http://developer.appcelerator.com/question/161740/alloymodelsphotoon#answer-274198), the solution is to map the object property to an attribute of the model, which could be done by extending the model or collection. Error message could possibly point developers to this solution.",3
"ALOY-934","01/22/2014 20:09:06","Change androidView behavior for optionDialog and similar components","We need to change the androidView behavior for optionDialog (and any other components that support an Android-specific view as a child) so that an AndroidView proxy parser is used rather than creating an arbitrary view.    Need also to communicate the change, as it deprecates old behavior.    Instead of an anroidView being assigned like this:    {code:xml}  <OptionDialog>      <View/>  </OptionDialog>  {code}    It should instead be like this, like the rest of the generic view proxy properties:    {code:xml}  <OptionDialog>      <AndroidView>          <View/>      </AndroidView>  </OptionDialog>  {code}  ",3
"ALOY-950","02/06/2014 00:16:50","'localStorage' adapter for Alloy Models should be deprecated and no longer used","h5. Improvement description  We should deprecate the usage of the localStorage adapter for Alloy Models.   It could create confusion as only supports MobileWeb and Tizen and is outdated by the 'properties' adapter (that supports all platforms).     See also http://docs.appcelerator.com/titanium/latest/#!/guide/Alloy_Sync_Adapters_and_Migrations-section-36739597_AlloySyncAdaptersandMigrations-Ready-MadeSyncAdapters    Will need updates to documentation that includes sample code to use Properties rather than localStorage. Tizen support has already been removed, so this will focus on only MobileWeb. Make sure the change is communicated in the release notes.",3
"ALOY-952","02/07/2014 00:21:45","Non numeric primary key not escaped during query","I am having a weird issue with alloy model generating an unescaped query, even though it uses prepared statement.  To recreate it:     1. Create a model with a non integer primary key.   2. Do a simple model.fetch({id: ""your_text_id""});      It will generate a query like so: SELECT * FROM table_name WHERE some_primary_key = your_text_id  where you would expect something like the following: SELECT * FROM table_name WHERE some_primary_key = 'your_text_id'    quoted from: http://developer.appcelerator.com/question/162301/weird-sqlite-escaping-issue",3
"ALOY-963","02/27/2014 01:35:56","Allow platform specific subfolders in lib and vendor directories","Platform specific folders (iphone,android,etc.) in the app/lib and app/vendor directories were not compiling to Resources correctly. The following pull request will fix this.    https://github.com/appcelerator/alloy/pull/337",2
"ALOY-964","03/03/2014 15:13:27","Support AndroidView in addition to View as child of AlertDialog","While the API name is AndroidView, Alloy expects child views of AlertDialog to be created with the View tag. It throws an error that Ti.UI.createAndroidView is not a valid method name if you use AndroidView. While it's okay to support View as a shorthand, we should also support AndroidView as a tag.    Reference: http://developer.appcelerator.com/question/163125/cannot-getset-textfield-value-in-alloy#answer-275881    Test case attached with commented-out working code that uses View.",5
"ALOY-967","03/06/2014 14:53:32","Support i18n directory in widgets","Customers have requested support for widget specific i18n localization files.  This would be useful for fully independent UI widgets.",3
"ALOY-977","04/01/2014 21:08:56","Add code comments","Add comments to the alloy scripts, specifically to the compile-related files. Code comment structure should be compatible with the TBD code-doc tool.",3
"ALOY-1063","04/09/2014 10:03:32","CLI: `ti clean` should remove/empty `Resources` for Alloy projects","h4. Problem Description  With the Alloy compiler trying to become smarter in compiling only those files that are changed, it happens more often that for different reasons the {{Resources}} directory is not up-to-date anymore. For this reason I'd like to see the {{Resources}} folder emptied or removed with {{ti clean}} and the Studio options using this CLI command. This way I can instruct people to do a clean as a first attempt to resolve compile/build problems.  ",3
"ALOY-1021","05/10/2014 19:29:24","Alloy: Add support for Alloy.CFG and Alloy.Globals in views","As the attached sample app shows, you can not use {{Alloy.CFG.}} and {{Alloy.Globals.}} in Alloy views. In the compiled code, they will end up as strings:    {code:javascript}      $.__views.__alloyId0 = Ti.UI.createLabel({          top: 50,          text: ""Alloy.CFG.foo"",          id: ""__alloyId0""      });  {code}    I would like to see that just like {{Ti.}} the {{Alloy.}} namespace would be detected and used as variable instead of string.",3
"ALOY-1018","05/16/2014 18:48:30","Add defaultNamespace or module attribute to Alloy Tag","Alloy currently has a feature of specifying a module attribute against tags, allowing a custom JS module to be used to create the elements, enabling developers to return modified or different elements.    e.g:    <Label module=""ui'>Foo</Label>    It's a very powerful feature and means we can create our custom tags for elements that are OS specific e.g. TitleControl and have that return a TitleControl for iOS (no change) or a Ti.UI.View for Android, with custom title text etc.    It would be useful to be able to add this namespace / module element ONCE so that you don't have to add it to every / multiple tags in a view.    So, adding the ability to specify it in the Alloy tag would mean for every tag instance, the custom module is checked first.    <Alloy module=""ui.js""> for example?",5
"ALOY-1043","06/05/2014 20:53:23","Tooling: add script to compile all test apps and add _generated folders","To improve our testing, we should have _generated folders (containing generated code for each platform) that can be compared to with each run of the {{jake test:all}} script.     It should:    * Process each project in the test/apps folder tree  * Compile the app for each platform, saving the results to _generated/PLATFORM/alloy/controllers  * Offer a switch ({{--force}}) which if set, will overwrite existing _generated files    The test/testgen.js looks to accomplish this for an individual sample app. There's also the partially complete tools/compiles.js that might serve similar purpose.",8
"ALOY-1044","06/06/2014 17:20:26","Remove the sample widgets","The widgets have been deprecated and should be removed in the next release. They should be handled as follows:    * If required for functional test apps or the widget sample apps, either move the required widgets into those apps or implement new simple widgets so as to preserve the goal of the demo apps.  * Contact the original author to see if he/she would like to re-take ownership and maintenance of the widget.  * Remove all remaining widgets.",5
"ALOY-1089","06/24/2014 10:09:58","Alloy support for Windows toolbar[] attribute","It would be very nice to have direct support for the Window.toolbar[] attribute in Alloy  Something like:    <Window id=""supportWindow"" >     <toolbar platform=""ios"">      <Button id=""button1"" title=""First"" />      <Button id=""button2"" title=""Second"" />     </toolbar>    </Window>  ",3
"ALOY-1059","06/24/2014 17:39:19","i18n from app must override i18n from widgets","Given a language string in the app's i18n strings.xml file with the same name as a value in a widget's strings.xml file, the app's string must override that of the widget.    To create a test app for this:    1. Copy the ALOY-967 test app  2. Modify the app's i18n/en/strings.xml file to add this new key:  {{<string name=""language__intro_text"">i18n from app overrides widget</string>}}  3. Build the app and you should see the above string.    Currently, with the 967 test app, you see ""i18n from com.mylanguage.widget"" which is coming from the widget.",5
"ALOY-1062","06/30/2014 11:49:44","Blackberry: Default Alloy Project shows incorrect app icon for blackberry","Default Alloy Project shows incorrect app icon for blackberry  Steps to reproduce:  1)Create any default alloy project and install on device.    {color:green}*Expected Result:*{color}  Alloy app icon must be displayed on the device.    {color:red}*Actual Result:*{color}  Instead of Alloy app icon classic app icon is being displayed on device.    This is an issue for Blackberry only.  For Android and iOS it is showing correct app icon.",3
"ALOY-1064","06/30/2014 20:28:17","ListView parser should remove Templates node after processing the templates","Given a project containing a widget and this in index.xml:    {code}  <Alloy>      <Window>          <Widget src=""foo"">              <ListView>                  <Templates>                      <ItemTemplate name=""first"">                         <!-- ... ... ... -->                      </ItemTemplate>                          <ItemTemplate name=""second"">                         <!-- ... ... ... -->                      </ItemTemplate>                  </Templates>              </ListView>         </Widget>      </Window>  </Alloy>  {code}    The widget receives an arguments object containing two extra {{null}} values which presumably correspond to the ItemTemplate tags. Those should be removed by the Ti.UI.ListView.js parser.    Generated code without this change:  {code}  $.__views.__alloyId0 = Alloy.createWidget(""foo"", ""widget"", {      id: ""__alloyId0"",      children: [ , , $.__views.__alloyId1 ],      __parentSymbol: $.__views.index  });  {code}    Using child views of Widget other than ListView (such as using a pair of Views) does not pass those null values via the children array.    Workaround: reference the children array like this:    {code}  var kids = _.compact(arguments[0].children);  Ti.API.info(JSON.stringify(kids));  {code}  ",5
"ALOY-1067","07/02/2014 15:42:20","Support L() in XML as Label text ","For following view,  {{L()}} should work if we've set foo equal to some string in i18n. Now it prints out L('foo') instead    {code}  <Window>      <Label>L('foo')</Label>  <!-- this print out L('foo') instead of treating it as L() -->  </Window>  {code}",3
"ALOY-1068","07/02/2014 15:58:25","Runtime error if Label's text attribute starts with L() alias in quotes","h6. 1. Use following sample  {code}  <Alloy>   <Window>    <Label text=""L(foo)"" />   </Window>  </Alloy>  {code}    h6. 2. Build and run  Results in Alloy runtime error.  {code}  [ERROR] :  Script Error {  [ERROR] :      backtrace = ""#0 () at file:///Users/fmiao/Library/Application%20Support/iPhone%20Simulator/7.1/Applications/5E942DE7-5E41-4DE0-81EF-D3CB0000304A/ALOY-1052.app/alloy.js:231"";  [ERROR] :      line = 46;  [ERROR] :      message = ""Can't find variable: foo"";  [ERROR] :      name = ReferenceError;  [ERROR] :      sourceId = 349641088;  [ERROR] :      sourceURL = ""file:///Users/fmiao/Library/Application%20Support/iPhone%20Simulator/7.1/Applications/5E942DE7-5E41-4DE0-81EF-D3CB0000304A/ALOY-1052.app/alloy/controllers/index.js"";  [ERROR] :  }  {code}",2
"ALOY-1096","07/03/2014 23:15:03","Alloy: Update moment.js built-in library to latest version.","The latest version of the moment.js library is v2.7.0, yet Alloy includes an outdated version 2.1.0 as a built in.      There are new features and bug fixes on the new version that we could use. As of now, we have to include moment 2.7.0 as a stand-alone lib on our Alloy project for these new features and cannot use the built-in.",3
"ALOY-1076","07/07/2014 12:38:00","Studio: Distorted console view for alloy project launch on emulator","Test Steps:  This is specific to windows.    1. Create an Alloy Project.  2. Launch it on emulator. Observe the console view.    Actual Result:  Distorted console view for alloy project launch on emulator is noticed.Please refer attached screenshot.",5
"ALOY-1073","07/07/2014 18:03:18","Create a Backbone 1.x compatible sync adapter","To provide for backward compatibility, create a version of the SQL sync adapter that supports Backbone 1.x (current version), leaving the existing adapter for 0.9x compatibility reasons.",5
"ALOY-1074","07/07/2014 18:06:58","Enable developers to specify Backbone version in config.json","Enable developers to choose whether to use Backbone 0.9x or 1.x. The default should be 1.x. Support for the older version would be to provide backward compatibility for existing projects that depend on 0.9x behaviors or functionality.",8
"ALOY-1075","07/07/2014 18:08:38","Confirm existing adapters support Backbone 1.x","Specifically, check Mads' REST adapter. Provide guidance on updating adapters that don't work.",3
"ALOY-1098","07/09/2014 10:20:17","Support actionView property of MenuItem in XML markup","{code}  <Menu>    <MenuItem>       <ActionView>           <View backgroundColor=""#fff"" />       </ActionView>    </MenuItem>  </Menu>  {code}    Set actionView of MenuItem using alloy xml markup",3
"ALOY-1080","07/09/2014 14:49:04","Compiler fails with misleading message when dataCollection set on ListView rather than ListSection","If the {{dataCollection}} attribute is set on the ListView, as shown below, the Alloy compiler fails with the message that the ItemTemplate must have a name attribute (which it does in the example).    {code}  <Alloy>    <Collection src=""mycollection""/>    <Window id=""win"">      <ListView id=""thelist"" defaultItemTemplate=""listTemplate"" dataCollection=""mycollection"">        <Templates>          <ItemTemplate name=""listTemplate"">            <Label bindId=""mylabel"" id=""mylabel""/>          </ItemTemplate>        </Templates>        <ListSection id=""mainsection"">        </ListSection>      </ListView>    </Window>  </Alloy>  {code}    Moving the {{dataCollection}} attribute to the ListSection tag resolves the issue.    This might be primarily a documentation issue -- that the list section is what you bind to your collection. However, the error message should be more meaningful and accurate.",3
"ALOY-1081","07/09/2014 15:27:54","Improve query selection speed through sync adapter optimizations","Community-submitted pull request: https://github.com/appcelerator/alloy/pull/471    Speed improvements for selecting data",3
"ALOY-1082","07/14/2014 12:53:14","Allows <Templates> to be children of <Widget>","h2. Description    When creating a ListView in a widget, it is not possible to add the templates as children of the widget.    h2. Sample  The ListView is created as a Widget. XML code:    {code}  <Alloy>   <ListView id=""list"">    <ListSection>     <ListItem image:image=""someimage.jpg"" label:text=""this is some text""/>    </ListSection>   </ListView>  </Alloy>  {code}    The Templates should be added in the index.xml:    {code}  <Alloy>   <Window>    <Widget src=""listtemplate"" defaultItemTemplate=""template1"">     <Templates>      <ItemTemplate name=""template1"" height=""100"">       <ImageView bindId=""image"" id=""image""/>       <Label bindId=""label"" id=""label1""/>      </ItemTemplate>     </Templates>    </Widget>   </Window>  </Alloy>  {code}",3
"ALOY-1085","07/15/2014 15:48:09","Update Alloy templates","I've prepared a PR with some updates for the Alloy templates:    https://github.com/appcelerator/alloy/pull/480    Changes:    - Re-Organises platform files copied in by new-command to support the next two:  - Moves MarketPlaceArtwork.png to the project root folder to save APK size  - Adds iTunesConnect.png to the project root folder  - Adds iOS7 icons  - Adds iTunesArtwork@2x file (note: upscaled!)  - Optimised all assets, saving more then 1MB or 20%    Ideally the {{iTunesArtwork@2x}} file would be replaced since this one is scaled up.",3
"ALOY-1099","07/17/2014 12:29:06","Alloy: Code Analyzer fails to analyze","Code Analyzer fails to analyze Alloy Project from Studio on Windows system only. But working fine from CLI.     1. Create a default alloy project.  2. Execute the Code Analyzer against Android/Mobileweb platforms.    Actual Result - Shows error message. Please refer the attached log file and screen shot for more clarification.    Expected Result - Code Analyzer should work fine for Alloy project from Studio.    Notes -   1. The same works fine for Classic project.  2. Code Analyzer works fine for Alloy Project from CLI.  3. Code Analyzer works fine for Alloy/Classic on Mac and Ubuntu systems.",5
"ALOY-1118","07/18/2014 07:57:23","Allow theming of tiapp.xml e.g. through Alloy themes","Now Alloy supports theming of {{app/config.json}} and {{i18n}} and {{platforms}} on their way, the last thing to tackle for easily building branded apps of a white label codebase is ""theming"" {{tiapp.xml}}.    This might me the most challenging one, since I guess the CLI already reads some information from {{tiapp.xml}} before the first hook that Alloy uses is triggered. Also, it will require some serious smarts to know when to overwrite and when to append XML tags and attributes.",8
"ALOY-1091","07/18/2014 08:15:38","id property of <Picker> other than 'picker' is treated as a variable","If you use id name except 'picker' to Picker, that id will be handled as variable.    h5. view  {code:xml}  <Alloy>    <Picker id=""testpicker""/>  </Alloy>  {code}    h5. style  {code:css}  '#testpicker': {    type: Ti.UI.PICKER_TYPE_DATE_AND_TIME  }  {code}    h5. compiled code  {code:javascript}  $.__views.testpicker = Ti.UI.createPicker({    type: Ti.UI.PICKER_TYPE_DATE_AND_TIME,    id: testpicker  });  {code}",3
"ALOY-1090","07/18/2014 12:05:48","Views XML: Support spaces in comma-separated lists of targets in the platform attribute","After one hour struggling my mind (since the update from 3.2.3 to 3.3.0) why the same code didn't work, I found a little bug, I suppose its in Alloy 1.4, because changing the SDK from 3.3.0 to 3.2.3 didn't work    {code:xml}  <Alloy>    <Window platform=""android, mobileweb"" exitOnClose=""true"">      <Button bottom=""5"" width=""Ti.UI.FILL"">Click</Button>    </Window>  </Alloy>  {code}    For JS only $.index.open();    When compiling to Mobile Web it throws an error ""undefined open"".    The problem was the *space* between *android* and *mobileweb*. After delete it, all works. Previously to the update, the original code worked fine.    {code:xml}  <Alloy>    <Window platform=""android,mobileweb"" exitOnClose=""true"">      <Button bottom=""5"" width=""Ti.UI.FILL"">Click</Button>    </Window>  </Alloy>  {code}    Someone have the same issue?.",3
"ALOY-1092","07/21/2014 02:24:29","Allow more query options / scope in .tss","The docs state that you have to use Alloy.Globals.* in a .tss query.  You can actually use a local function in a controller too, i.e. `""#window[if=myFunc()]""` and that will work too.    What won't work however is basing a query off of params passed to the controller instance.  It would work, but the Alloy compiler doesn't allow it - `""#window[if=arguments[0].someProp]""`    This would be a very powerful addition to the new queries available.  It technically already works in the runtime code (I hardcoded it and tried it)...but it just won't compile right now because we're not allowed to put those characters in the tss query.",3
"ALOY-1093","07/21/2014 09:05:11","Picker: quotes removed from dimension properties with string values during parsing ","with alloy 1.4 if i run {{alloy compile --config platform=android}}    the code in the tss in the widget  {code}  Picker[platform=android]"":{  left:""10dp"",  right:""10dp""  }  {code}    is parsed into  {code}  $.__views.__alloyId7.add($.__views.dateLbl);  $.__views.picker = Ti.UI.createPicker({left:10dp,right:10dp,format24:false,calendarViewShown:false,id:""picker"",top:40,type:Ti.UI.PICKER_TYPE_DATE_AND_TIME,}  );  {code}    (im using ti.ux templates)  ",3
"ALOY-1094","07/21/2014 20:07:26","Date or time pickers: cannot use Ti.UI.* type constants, must use Titanium.UI.* abbreviations","The following code will generate an error because it uses {{type: Ti.UI.PICKER_TYPE_DATE_AND_TIME}} rather than {{type: Titanium.UI.PICKER_TYPE_DATE_AND_TIME}}. The same is true with any of the date or time type picker type constants.    h5. view  {code:xml}  <Alloy>    <Picker id=""testpicker""/>  </Alloy>  {code}    h5. style  {code:css}  '#testpicker': {    type: Ti.UI.PICKER_TYPE_DATE_AND_TIME  }  {code}  ",3
"ALOY-1097","07/22/2014 19:35:20","Update Popover samples to use contentView in all cases","Adding views to contentView is the preferred technique. Adding views directly to the popover might still work, but our samples should not show that technique.    Need to update:    * test/apps/ui/popover  * test/apps/testing/ALOY-983",3
"ALOY-1108","07/25/2014 09:41:28","Some .svn directories slipped into the GIT repo of Alloy","Dear Alloy guru's, I found some .svn folders in the GIT repo that break an SVN checkout. It's minor I know, but just to let you know. Thanks, Wouter Monkhorst",2
"ALOY-1127","07/31/2014 09:17:21","Alloys Data Binding feature does not respect formFactor property","Similar to ALOY-691 the same example fails if using the {{formFactor}} attribute. See following example using Alloy 1.4.1 . It results in a crash.    {code:title=views/index.xml}  <Alloy>      <Collection src=""test"" />      <Window id=""index"" platform=""ios"" formFactor=""tablet"">          <View id=""content"" dataCollection=""test"" dataFunction=""render"">              <View></View>          </View>      </Window>      <Window id=""index"" platform=""ios"" formFactor=""handheld"">          <TableView>              <TableViewRow dataCollection=""test"" dataFunction=""render"">                  <View></View>              </TableViewRow>          </TableView>      </Window>  </Alloy>  {code}    {code:title=controllers/index.js}  $.index.addEventListener('open', function () {      $.destroy();  });     $.index.open();      render();  {code}    {code:title=models/test.js}  exports.definition = {       configuration : {      ""columns"": {        ""username"":""string""      },      ""adapter"": {        ""type"": ""sql"",        ""collection_name"": ""test""      },    },       extendModel: function(Model) {         _.extend(Model.prototype, {});         return Model;    },       extendCollection: function(Collection) {         _.extend(Collection.prototype, {});         return Collection;    }  }  {code}    This will generate the following code in {{destroy()}} although always only one of those can be defined at a moment. To reproduce just run it on iOS.    {code}  exports.destroy = function() {      __alloyId5.off(""fetch destroy change add remove reset"", render);      __alloyId12.off(""fetch destroy change add remove reset"", render);  };  {code}    Error message will be for instance  {code}  'undefined' is not an object (evaluating '__alloyId5.off')  {code}    Link to Q&A: http://developer.appcelerator.com/question/176639/alloys-data-binding-feature-does-not-respect-handheld-property",13
"ALOY-1102","07/31/2014 09:29:34","Module for ListView is not working when using SDK 3.2.3","h2. Description  Following ticket ALOY-1082 I tried to create a module for ListView. While the code (pasted below) works fine using SDK 3.3.0.GA, an error is thrown when building with 3.2.3.GA.    h2. Code  Code as proposed by [~skypanther] is the following:    lib/customlist.js    {code}  var ListView = function(args) {      this.view = Ti.UI.createListView(args);  }     ListView.prototype.addMeASectionPlease = function(items) {      var section = Ti.UI.createListSection();      section.setItems(items);      return this.view.appendSection(section);  }  ListView.prototype.getView = function() {      return this.view;  }     exports.createListView = function(args) {      return new ListView(args);  };  {code}    index.xml    {code}  <Alloy>      <Window>          <Label text=""Add section"" top=""20"" id=""addButton""/>          <ListView module=""customlist"" top=""50"" id=""mylist"" defaultItemTemplate=""template"">              <Templates>                  <ItemTemplate name=""template"">                      <Label bindId=""myLabel"" class=""myLabel""></Label>                  </ItemTemplate>              </Templates>          </ListView>      </Window>  </Alloy>  {code}    index.js    {code}  $.addButton.addEventListener('click', function() {      var items = [          {myLabel: {text:'Foo'}, template:'template',  properties: {backgroundColor: 'purple'}},          {myLabel: {text:'Bar'}, template:'template'},          {myLabel: {text:'Baz'}, template:'template'}      ];      $.mylist.addMeASectionPlease(items);  })     $.index.open();  {code}    h2. Error    Following the error when running the app on iOS Simulator:    {code}  [ERROR] :  Script Error {  [ERROR] :      backtrace = ""#0 () at file:///Users/USER/Library/Application%20Support/iPhone%20Simulator/7.1/Applications/CFCEF8AE-346F-4338-AE45-9BF2B447D10B/AlloyTestListView.app/alloy.js:231"";  [ERROR] :      line = 59;  [ERROR] :      message = ""-[__NSDictionaryM krollObjectForBridge:]: unrecognized selector sent to instance 0xce8e420"";  [ERROR] :      sourceId = 301971840;  [ERROR] :      sourceURL = ""file:///Users/USER/Library/Application%20Support/iPhone%20Simulator/7.1/Applications/CFCEF8AE-346F-4338-AE45-9BF2B447D10B/AlloyTestListView.app/alloy/controllers/index.js"";  [ERROR] :  }  {code}",3
