"issuekey","created","title","description","storypoint"
"TISTUD-317","04/26/2011 07:13:11","Confirm BlackBerry Tooling can install on top of Titanium Studio","Confirm that the BlackBerry tooling here can be installed on top of Titanium Studio:  http://na.blackberry.com/eng/developers/javaappdev/javaplugin.jsp  If it cannot, we need to figure out what packaging changes to make to Titanium Studio in order for it to be able to work. If it turns out that it requires a whole bunch of things, like the Java editor, then we may want to consider requiring those who wish to do BlackBerry development to install Eclipse and use TiStudio as a plugin.",1
"TISTUD-318","04/26/2011 07:16:57","Add BlackBerry option to Titanium Mobile New Project Wizard","Similar to Android, there will be a checkbox on the ""Create new project"" wizard in the ""Deployment Options"" section.  # User must have the BlackBerry tools installed, and be using a version of the TiMobile SDK that supports BlackBerry # The BlackBerry tools only work on Windows, so the option would be grayed out on other platforms, indicating why it is grayed out.",1
"TISTUD-319","04/26/2011 07:21:13","Add BlackBerry ""Run on Emulator""","Running the BlackBerry emulator is similar to running the Android Emulator. The option is launched from the ""play"" menu in App Explorer and Project Explorer, and automatically appears for all projects with BlackBerry as a deploy target, The following options need to exist for the launch configuration:  * Simulator: This dropdown selects the simulator which will run your application. We've selected the 9550 simulator by default, as it has a touch interface, and is the easiest to drive with a mouse and keyboard * Filter: This filters the amount of log output in the developer window based on the level selected. Info is default, Debug shows more than Info, and Trace shows more than Debug. With Blackberry Debug is normally as low as you need to go, Trace will have a lot of simulator messages that won't be useful in normal circumstances. * Launch button: click this button to launch the selected Blackberry Simulator. * Clear SDCard: Clear the sdcard on the next simulator launch. If you receive a ""ControlledAccessException"" while launching your app, you should stop the simulator, and click this on the next launch.  One the emulator launches, suggest showing a pop-up (which may be dismissed in future runs) that shows the user how to start their app:  ""Locate your application in the ""Downloads"" section of the main Blackberry menu. You can do this by hitting the Blackberry key on the simulator, selecting the ""Downloads"" folder, and selecting your application.""",1
"TISTUD-320","04/26/2011 07:38:05","Make ""Run on Device"" iOS dialog prettier","At the very least, some more padding around the individual steps would be good, though perhaps using icons to indicate state might look good too.",1
"TISTUD-321","04/26/2011 07:47:02","Add options to configure BlackBerry signing keys in Preferences","Suggest having this information on the Titanium Preference page, and if a user needs to configure it, send them there.  Text: RIM requires that all applications sent to a device must be signed with their 3 keys and the user's private key. [Get Keys] links to https://www.blackberry.com/SignedKeys/. Remember your PIN, as you'll need it the first time you generate the private key when you sign the application.  Form Field:  BlackBerry Key Directory: Allows the user to browse to the folder on disk containing the three signing keys. Passphrase: ? Unsure if we need a passphrase text box  Add help link to Titanium Studio Wiki with additional install instructions, as shown here: http://developer.appcelerator.com/doc/blackberry/getting-started-beta-preview",1
"TISTUD-322","04/26/2011 07:50:32","Add option to configure BlackBerry SDK in preferences","Similar to Android, BlackBerry needs to point to an installed version of the blackberry SDK. By default, this will be Titanium Studio, so we can pre-fill the value. However, the user should be allowed the option to configure this value if it happens to be something other than the default (i.e. they have installed the tools in a different version of Eclipse). This might be necessary as the BlackBerry tools require a 32-bit JRE, and a user might be using Eclipse 64-bit.",1
"TISTUD-323","04/26/2011 07:55:11","Add BlackBerry ""Install To Device""","# Check to see that the user has installed the three Blackberry keys. If not, direct them to the preference page where they can set that up (TISTUD-321) # If you haven't created a private key yet, SignatureTool will appear and ask to create a private key # If the user has created a private key, the wizard may ask for a passphrase before installing to device  We may need to prompt the user as for emulation too. One the emulator launches, suggest showing a pop-up (which may be dismissed in future runs) that shows the user how to start their app:  ""Locate your application in the ""Downloads"" section of the main Blackberry menu. You can do this by hitting the Blackberry key on the device, selecting the ""Downloads"" folder, and selecting your application.""",1
"TISTUD-324","04/26/2011 07:58:49","Add BlackBerry ""Package for Distribution"" wizard","Packaging scripts similar to Android and iPhone workflow, and will appear under the ""packaging"" button in App Explorer/Project Explorer.  # Check that signing keys exist (both Blackberry and user's. If not, direct them to Preference page) # Set save location for final packaged file via Browse... button. # Run builder.py script with appropriate arguments to complete packaging process ",1
"TISTUD-336","04/26/2011 14:12:13","Outline window doesn't always show javascript object outlines for self-invoking functions","When using self-invoking functions, sometimes the outline view doesn't show the break down of what is inside.  Here is a good example:  https://img.skitch.com/20110426-t2xyeearhr1hkg4xbhpc82jbqs.jpg    {code}  var SomeTest = {   test: function(arg) {    var test = arg;    return test;   },   selfInvoked: (function() {    var api = {};    api.test = 'test';    api.someMethod = function() {     var blah = 'test';     return blah;    };    return api;   })()  };    var someOtherTest = (function() {   var api = {};   api.test = 'test';   api.someMethod = function() {    var blah = 'test';    return blah;   };   return api;  })();  {code}",8
"TISTUD-339","04/28/2011 12:02:36","Enable importing breakpoint files","1. Click the debug view 2. Debug perspective > Breakpoints tab > right click > import breakpoints  Actual Result: Does nothing  Expected Result: Allow the user to import breakpoint files ",1
"TISTUD-348","05/02/2011 10:57:33","Add pings to HTML5 events","Send analytic pings for project creation, launch simulator, packaging etc...",1
"TISTUD-355","05/03/2011 14:49:05","Loading bar displaces Login / Cancel buttons and Email / Password fields","After clicking Login, the Loading bar bumps both buttons and the Email  and Password fields up a few pixels.  ",5
"TISTUD-357","05/04/2011 19:31:33","Splash screen jumps","When you first boot Titanium Studio, there is an introductory splash screen, then a screen with the loading bar. The location of the screen jumps a couple of pixels in the transition from the first to the second.  ",5
"TISTUD-358","05/05/2011 07:50:09","Code-assist icons should not be IE and Firefox on mobile projects (or at all)","The code-assist show icons that are active or grayed in order to inform the developer if a property (or function) is supported on a specific browser. While this is useful when developing web pages, it has no added value on mobile applications.  There are however android and iPhone (which is very ugly by the way) icons. But those must be activated in the *Editors* Preference window. (see screenshot)  * The default setting should be (Android and iPhone) for Mobile projects. * And no icons for Desktop projects.",1
"TISTUD-371","05/12/2011 10:01:32","New Mobile/Deskopt Project - App id field registers an error (malformed) while the user is typing in the field","1.launch TiStud on a supported platform  2.create a new desktop or mobile application  3.click into app id field and enter a valid ID    results: every time the user types a ""."" the ""malformed app id"" error comes up    expected: maybe we should not check for validity while the field has focus? The user will see the error 2X while writing a valid App ID. We should not invoke errors during expected functionality.",0
"TISTUD-380","05/13/2011 17:44:36","Request for ""Install Titanium SDK from URL"" to install Continuous Builds under directories reflecting their dates, to distinguish them from major releases in the TiApp editor","When testing Continuous Builds, it is very useful to be able to easily differentiate between each day's release, and also the official releases.  Currently, however, only one version of each SDK can exist for TiStudio at one time using the ""Install Titanium SDK from URL"" feature. The workaround is to download and extract the packages to the SDK directory manually.  The suggestion is to append the date to the end of the SDK version number (most likely by simply naming the SDK directory to reflect this format). Thus, the package:  http://builds.appcelerator.com.s3.amazonaws.com/mobile/1_6_X/mobilesdk-1.6.3-20110418162355-linux.zip  would be shown in the TiApp editor as:  1.6.3-20110418  To add weight to the argument for this feature, Marshall has also agreed that it would be extremely useful.",1
"TISTUD-383","05/15/2011 05:05:16","Help menu not showing in Ubuntu 11.04","Only the ""Window""-menu is available, the ""Help""-menu is not showing, which makes it impossible to update to a newer SDK.",8
"TISTUD-428","06/02/2011 20:29:53","Allow a ruble to contribute the image for a template","allow a ruble to contributing the image for a template see attached picture",1
"TISTUD-434","06/06/2011 13:44:07","Support specifying the density of the emulator","h1. Feature  Support specifying the ""Abstracted LCD density"" of an Android Virtual Device in the ""Debug Configuration"" in Titanium Studio. Also add the field to the Titanium preference page to support a default value.    Right now, only the API, Screen, and Log level can be changed. By adding this additional field, it would be easier for developers to test multiple densities.    h2. Associated Helpdesk Ticket  http://appc.me/c/APP-692888 ",13
"TISTUD-448","06/10/2011 18:03:26","Allow users to add new platform targets after project creation ","Description:  While testing studio, it was noted that new deployment targets could not be added to an existing project. For example, a project created for an Android deployment had the iOS targets grayed out.    It is possible to manually edit TiApp.xml to set targets to true. This enables the ""run on simulator"" for iOS, and in my test was able to launch the project in the simulator.     Steps to reproduce:  1) Create a new Titanium Mobile project in Studio  2) Select ""Android"" as the only deployment target  3) When the project is created, open TiApp.xml and note that only Android is available to select/deselect  4) Open the pure xml tab of TiApp.xml and set deploy target for iOS to ""true""    Result:  Your project can be launched in the simulator, but installed on device will launch then quit and has no icon.    Expected:  Either no ability to add or remove targets after project creation or the ability to add with the same default structure as during project creation.    Suggested solution:    * user checks platform option in tiapp.xml  * Call platform script to initialize new platform. This would (most likely) add another build folder, and copy several resources into a specific location  * Update tiapp.xml with reference to new platform  * Validate project specifics as per what we would do in the new project wizard  * Suggest we don't _remove_ platform support...alerting the user we can't remove platform support for a project if they try to uncheck a box.",13
"TISTUD-454","06/17/2011 04:31:23","We want interface Builder integrated with the Titanium studio next release.","We want interface Builder integrated with the Titanium studio next release.",1
"TISTUD-464","06/20/2011 16:42:46","Create UI for Keystore management","When signing an Android application for distribution, a user is directed to create a keystore and associated certificate. We provide a way for users to create new key stores, but we don't help them manage them.    See subtasks for specifics.",0
"TISTUD-483","06/30/2011 15:09:04","Linux: Adding new expresssions name is not readable, the background and text color is too similar","Steps to Reproduce:  1. Create a new application on tiStudio  2. Go to the Expressions Pane and add new expressions  3. Type anything in for the name    Actual Result:  Text color and background color too similar hard to read    Expected Result:  Should be readable    Note:  Duplicate of bug Ti-Stud 426 that was against the Win platform",8
