"issuekey","created","title","description","storypoint"
"MDL-17081","10/31/2008 03:34:21","Implement import/export ""Permissions"" settings for ""Manage roles"" tab","Suggest to implement ""import / export"" settings for the role ""permissions"". See the two proposed solutions (probably only one need to be implemented)... This is particularly useful for larger ""enterprise-level"" moodle implementation as we often have staging, testing, and development moodle installations and if we have customized role settings, it is a pain in the butt to manually change all of them one by one (it's a long list of the ""Permissions"" for all the newly deployed moodle instances. Thanks!",20
"MDL-18014","01/24/2009 22:57:45","Automatically and periodically save WYSIWYG editor content as a draft/concept","This emerged during the discussion at MDL-13370. Shortly: use AJAX to automatically and periodically (eg. every minute) save the content of a WYSIWYG editor to the concepts (drafts) space. See GMail for the working example.    It seems to me that we could use table mdl_post for this therefore not DB changes should be required. There will be a flag for a rich text field definitions that enables this feature. Every WYSIWYG will have to have some uniq identifier. Concepts are accessible to their owners only (and admins?) - maybe via a card in their profiles? Their lifetime is a subject of configuration - couple of hours by default.",40
"MDL-18229","02/12/2009 22:05:25","Add grade item and student grades quick edit feature to the grader report","Add grade item and student grades quick edit feature to the grader report to enable editing for each grade item and for each student:    * Grades and feedback  * Grade overrides  * Excluded grades    Thanks to developers at the LSU for this feature - see http://moodle.org/mod/forum/discuss.php?d=101449 for more details.  ",100
"MDL-18375","02/25/2009 20:42:54","Displaying and selecting dates throughout Moodle should allow the use of multiple calendars","I implemented a patch to add the capability of working with other calendar systems than just Gregorian.  I'll provide the instructions to apply the patch in following post",100
"MDL-18633","03/22/2009 04:57:48","User profile: add last ip field to user view","Similar to MDL-18518, this request to add the Last IP address could be useful to a site administrator trying to track down where a user last access Moodle from. Patch for 1.9 attach, I'll come up for one for HEAD as well. Peace - Anthony",2
"MDL-18770","04/02/2009 00:52:48","Non-graded Assignment and Quizzes appear in the gradebook  and have Max Grade assigned","Non-graded Assignment and Quizzes are getting displayed in the gradebook, and they look like being included into aggregation in the Cat&Items interface, since they have Max Grade value set to 100.  Other activities behave definitely. E.g. If Forum is not graded, it does not appear in the gradebook as a column. Which for me is an expected behavior.    1. Add an Assignment. Set it to No Grade. Column will still appear in the gradebook. Now go to the Cat&Items interface. It will display Max Grade for that column to be 100 points. (Though it will not be actually included into the calculation)  2. Add an Assignment. Set it to be graded on a scale (scales are NOT included in aggregation for us). Maximum Grade in the Cat&Items interface will display some number (e.g. 3, if there are 3 items in a scale). It is confusing, since one would now expect that 3 to be calculated toward course/category total.  3. Add a quiz, add some questions, and make the quiz to be worth 0 points. Maximum Grade in the Cat&Items interface will still be 10 points (or 100). Interestingly enough, I can manually delete a gradebook column for this kind of quiz. (But, once I delete a column, there is no way for me add it back, even though I will make the quiz gradable)    I think MDL-14017 is related to this. ",13
"MDL-20045","08/12/2009 01:00:34","Add unofficial support for custom context levels","This issue is in reference to http://moodle.org/mod/forum/discuss.php?d=111362. In brief, one of our Moodle extensions would benefit greatly from being able to use Moodle's roles and contexts system, and we would need to define our own context levels.  However, we would like to be able to do this without having to differ from core in unmaintainable ways. We believe that this would be helpful to many other Moodle partners and plugin developers, and some of our proposed changes may help to improve the maintainability and readability of core Moodle code.",40
"MDL-20250","09/10/2009 20:33:29","Add admin settings for disabling particular gradebook calculations, category overriding and grade minimum on the grader report","An admin setting for selecting which aggregation types are available was added to Moodle 1.9.5.    Further admin settings for disabling gradebook features such as multiplicator, offset, calculations (see MDL-18049 for details of exactly which features) should be added to Moodle 2.0.",40
"MDL-21180","12/24/2009 00:57:43","Category children default to extra credit when category agg is switched from Weighted to Simple","Category 1 is set to Weighted Mean of Grades  Its children all have weights assigned to them  Category 1's agg method is switched to Simple weighted mean of grades  Its chlldren are now all extra credit    This was kinda, supposedly fixed with MDL-19407 but only took into account an item moved from a category of WM to SWM... not if the entire category is switched (common in our parts).",40
"MDL-21415","01/22/2010 01:24:07","Course Participation Report doesn't abide by separate groups","In  1.97 (haven't tested other versions), the participation report shows all students to a non-editing teacher in a group.   My courses are set to separate groups, and permissions for Non-editing Teacher for showallgroups are set to prevent. When I log in as a non-editing teacher I set up, and go to the Course reports, click the participation report, choose an activity, and then set ""Show only"" to Student, all student show up.   Shouldn't the participation report also respect separate groups?",20
"MDL-22236","04/29/2010 10:51:59","Design way to send files by web service (upload)","Find a way to send any files to any draft file area in Moodle and use them in the web service calls.      Original issue description:  {quote}  Sending files to hub currently works but the design has been refused by Petr because it uses ws token in a POST request with $_FILES. After talking with Dongsheng and Petr, the conclusion was we will be sending files by web service (probably called in a cron script, if the file is too big). And biggest files will be chunked in order to be sent. It implies to write a new file web service design.  Downloading files could need to follow the same design...  {quote}  ",40
"MDL-22669","06/04/2010 10:41:20","Moodle bug with course restore section count","Course import/restore: if source course has more sections, create them and increase numsections          Before this, all modules that were in non-existant sections sent to section 0. ",8
"MDL-23646","08/04/2010 10:07:40","TinyMCE can't be resized and doesn't scroll for wide content, especially on small screens","When editing an HTML page in 2.0 on a Netbook (I think the one I saw was an eeePC) the screen is so small that the dragging handle of TinyMCE gets cut off and the whole thing is pretty well useless - see http://screencast.com/t/NmE1ODEwM for an example. No idea if this is something which is fixable by setting the default width of the editor based on the width of the browser, but thought I'd mention it anyway...    *Replication steps:*  # Log in as admin  # Navigate to Site admin > Appearance > Site selector  # Choose a theme with blocks on the right, such as Binarus  # Navigate to a course  # Create a page resource  # Reduce the size of the browser window and note the effect on the HTML editor    Expected result: The HTML editor resizes down before it is covered by blocks on the right.    Actual result: The right edge of the HTML editor disappears under the blocks.",20
"MDL-24287","09/20/2010 11:20:56","Convert group members selector to Shifted YUI3 module.","After working on MDL-24262 I think it is a very good idea to convert the group/user selectors to object orientated yui modules with all arguments being passed in rather than set as globals within the page. This will make the code clearer, and help improve JS sandboxing.  Cheers Sam",13
"MDL-24343","09/23/2010 02:04:08","Properly deprecate unzip_file/zip_file","Sam - Related to your recent commit for MDL-19786, I did a grep of 2.0 code base and found a couple more instances of where the deprecated unzip_file/zip_file is being used:    /question/format/blackboard_six/format.php  /lib/componentlib.php    Peace - Anthony     p.s. - Perhaps we should create a meta issue to grep for deprecated functions as part of code clean up",3
"MDL-24380","09/25/2010 00:47:57","Chat: autoscroll help popup incorrect and doesn't display fully (it only concerns the alternative chat methods)","Autoscroll help popup gives info on using chat, rather than the autoscroll feature.",3
"MDL-25473","12/01/2010 02:12:44","Embedded MP4 videos via linking to the course file loops when finished playing.","When I embed a QuickTime video (MP4) like this:   {code}  <a href=""http://mymoodlesite.org/file.php/#/videos/Video_Title.mp4?d=800x450""></a>   {code}  It loops automatically when it is finished playing. This doesn't   happen with FLV videos.     I went into the Moodle folder   -->filter   ------>multimediaplugin   ----------->Find every occurrence of the word loop (there were 4) and   change true to false.   Then I went back to where the video was embedded and added this tag   before my embedded link:   {code}  <param name=""loop"" value=""false"" />   {code}  The video stopped after playing once. ",5
"MDL-26170","01/28/2011 14:13:13","Deleted Forum & Blog Posts in RSS Block","In Moodle 2.0.1+, even after deleting forum/blog post, it continues to show up in the RSS block even after cron is run. Spammers can exploit this.",8
"MDL-26244","02/03/2011 02:24:47","'Choose a link' for database URL field gives confusing message","Going to add/edit a record in the ""Modules and plugins"" database a user founds a lot of ""Choose link"" button. The problem is that these buttons are completely useless because the file picker page they call, displays: ""Spiacente, nessuno dei repostory disponibili può restituire file esterni."" [that in English should sound like: Sorry, none of the available repository may return external files.]  Please take these buttons off.",8
"MDL-26401","02/15/2011 03:07:53","Byte order mark at the beginning of import groups file fail the process with the confusing error message","Import Groups from the .csv  fails in Moodle 2.0.1+ (Build: 20110209) Tested on QA site  with the file that works ok in 1.9 (attached)  Error message:   Error writing to database  Debug info: Stack trace:      * line 394 of /lib/dml/moodle_database.php: dml_write_exception thrown     * line 874 of /lib/dml/mysqli_native_moodle_database.php: call to moodle_database->query_end()     * line 916 of /lib/dml/mysqli_native_moodle_database.php: call to mysqli_native_moodle_database->insert_record_raw()     * line 135 of /group/lib.php: call to mysqli_native_moodle_database->insert_record()     * line 171 of /group/import.php: call to groups_create_group()",0
"MDL-26408","02/15/2011 06:12:40","IMS Enterprise admin notifications fail on message_send()","Error: !!! Coding error detected, it must be fixed by a programmer: Could not load preference message_provider_imsenterprise_imsenterprise_enrolment_loggedoff. Does the component and name you supplied to message_send() match a row in message_providers? Message providers must appear in the database so users can configure how they will be notified when they receive messages. !!! !! blah !! !! Stack trace: * line 126 of /lib/messagelib.php: coding_exception thrown * line 247 of /enrol/imsenterprise/lib.php: call to message_send() * line 364 of /lib/cronlib.php: call to enrol_imsenterprise_plugin-&gt;cron() * line 79 of /admin/cron.php: call to cron_run()  !!  Does look like any db/messages.php  ",2
"MDL-27339","05/01/2011 22:07:26","The link Create ""File system"" instance do not work","if an admin has defined that user can add repository instances into the user context, user sees the Create File system instance link, but they don't get permission to do this.   Screen shows on left left side admin settings and the parts in the middle and on the right side are the users view.",5
"MDL-27953","06/21/2011 08:06:26","Upload users option only allow the following authentication options: Manual account, or No login","When uploading a CSV file of users in 2.0.3 the ""Choose an authentication"" drop-down only gives the following options:    Manual account  No login    In 1.9.x I get the following authentication options:    Manual account  No login  LDAP server  Email-based self-registration    ",8
"MDL-28162","07/03/2011 17:42:52","[ERROR] Automated backup status","Using Automated backup I continue to receive errors  Summary ==================================================  Courses: 15  OK: 7  Skipped: 3  Error: 0  Unfinished: 5   Some of your courses weren't saved!!  As you can see some courses save OK and others are Skipped and 3 are unfinished.  The errors look like this   Course         Time taken                         Status Next backup ASHS VLE 3 Jul, 06:01    -  3 Jul, 06:01 OK 4 Jul, 06:00 GCSE ICT Unit 1 3 Jul, 07:41 -  4 May, 22:53 Unfinished 5 May, 18:00 Student Council 3 Jul, 09:16    -  4 May, 22:52 Unfinished 5 May, 18:00 Staff Room 5 May, 18:21    -       5 May, 18:21 Skipped 6 May, 06:00 Resources 3 Jul, 02:51 -  4 May, 22:52 Error 5 May, 18:00 GCSE ICT Chap 1 5 May, 18:26 -  5 May, 18:26 Skipped 6 May, 06:00 GCSE ICT Unit 2 3 Jul, 04:26 -  4 May, 22:52 Error 5 May, 18:00 Functional Skil 3 Jul, 06:01 -  3 Jul, 06:01 OK 4 Jul, 06:00 Yr11 ICT Group 1 Jan, 00:00 -  1 Jan, 00:00 Skipped 1 Jan, 00:00 Year 7         3 Jul, 06:01 -  3 Jul, 06:01 OK 4 Jul, 06:00 Year 8 ICT 3 Jul, 06:01 -  3 Jul, 06:02 OK 4 Jul, 06:00 Year 9 ICT 3 Jul, 06:02 -  3 Jul, 06:02 OK 4 Jul, 06:00 GCSE French 3 Jul, 06:02 -  1 Jan, 00:00 Error 1 Jan, 00:00 GCSE German 3 Jul, 07:36 -  3 Jul, 07:36 OK 4 Jul, 06:00 GCSE Maths 3 Jul, 07:36 -  3 Jul, 07:36 OK 4 Jul, 06:00  If I try to look at the detailed backup logs for any course I get the message  Detailed execution log Course: ASHS VLE No logs have been found ",100
"MDL-28448","07/24/2011 19:19:01","Teachers cannot delete user submissions - advanced uploading of files","In 1.9 teachers had the ability to delete submitted files as well as revert the status to draft.    In 2.x the teacher deletion of files is not possible.",20
"MDL-28631","08/06/2011 19:45:51","forbid use of cookies especially from javascript","Our developers and theme designers keep smuggling in cookies, this is not compatible with $CFG->cookiehttponly and is against some privacy laws.  Simply stop relying on cookies and if necessary use user preferences.  Offenders: * admin roles UI * lib/cookies.js * scorm data model * repository * anomaly theme   Solution: 1/ educate integrators and developers - see MDL-17084 for ajax user preferences 2/ fix the code 3/ fix dev docs",40
"MDL-29070","08/24/2011 01:50:19","Clean enrol_imsenterprise following coding guidelines","While reviewing MDL-28962 I detected that enrol/imsenterprise/lib.php is one of the worst files I've seen from the POV of Moodle coding guidelines (spaces, comments..., if/loop...).    I think it would be great to perform a general cleanup for it. For your consideration if only dev or all 2.x stable branches too (note that, right now the file is 100% the same in 20, 21 and master). I'm sending this to STABLE backlog initially.    Ciao :-)",3
"MDL-30195","11/09/2011 15:57:34","Export forum discussion without attachments to google docs portfolio","We've got google docs portfolio enabled in our moodle site.  Now, when I want to export a forum discussion to google docs and no forum post within this discussion contains any attachments, the export works flawlessly.  As soon as a forum post within this discussion contains an attachment (mainly an image) and a) when exporting the whole discussion, there is a nice but meaningless error message saying ""No common formats between any available portfolio plugin and the calling location forum_portfolio_caller"" b) when exporting a single post, google docs is not available anymore as portfolio   Would it be possible to improve this to export the forum discussion to google docs regardless of any attachment so that the user gets at least the discussion text?",20
"MDL-30431","11/24/2011 00:26:53","Attempting to edit wiki comments from another user causes an error","*Replication steps:*  # user A (student role) creates a comment on a wiki  # user B (teacher role) tries to edit user A's comment  # when user B tries to save the edited comment -    {noformat}  Coding error detected, it must be fixed by a programmer: Invalid state passed to moodle_page::set_state. We are in state 0 and state 3 was requested. http://docs.moodle.org/21/en/error/debug/codingerror   {noformat}    user A is able to edit their own comment quite happily",13
"MDL-30668","12/09/2011 11:39:05","Prevent the grader report from storing serialized data in the user_preferences table","See MDL-20245. When categories are collapsed on the grader report it appears than an array is serialized and stored in the user_preferences table. This table is really for simple name value pairs.  It would be good if we could avoid storing serialized data and instead only stored human readable data.",20
"MDL-30812","12/20/2011 01:44:33","Latest backup files generate error/setting_invalid_ui_label upon restore","Administrators and staff are unable to restore recently created course backup files. Prior to the upgrade to 2.1.3 any backup file created can be restored into a new course even now. Since this upgrade the restore process goes through the steps, but upon pressing ""restore"" an error/setting_invalid_ui_label is generated and upon pressing continue the restored course is showing up as an invisible course in the process of being restored, but never completes. We did an upgrade to the latest Moodle version 2.2 but this did not alleviate the error. The problem appears to be with the creation of the backup file as any created since the upgrade to 2.1.3 is now generating the error/setting_invalid_ui_label and all backups created prior to 2.1.3 can still be restored successfully.",20
"MDL-30839","12/21/2011 00:43:20","form validation and error recovery","A better mechanism needs to be used to help users identify errors in form submissions. The text that appears on the page after an invalid submission is not easily found by screen reader users. There are several techniques for improving error recovery in forms. The basic premise is to 1. either automatically set the focus to the error message (usually used server-side validation) or use ARIA attributes to notify the user of an error message (usually used client-side validation) 2. provide enough detail in the error message so the user knows what the error was 3. provide links within the context of the error message to allow users to easily jump to the parts of the form where errors occurred  WebAIM's tutorial on Error Recovery in Forms http://webaim.org/techniques/formvalidation/#error  W3C Technique for ""Creating a mechanism that allows users to jump to errors"" http://www.w3.org/TR/WCAG20-TECHS/G139.html ",20
"MDL-30852","12/21/2011 04:46:36","user report grade view has inaccessible table","The table used to display the grades in the ""user report"" grade view is a complex data table and thus needs to have headers explicitly attached to the correct data cells. By complex data table I mean it does not have a single set of headers across either the rows and/or columns. For WebAIM's example of a simple data table, view ""The scope attribute"" at http://webaim.org/techniques/tables/data#headers.    For the correct way to implement complex data tables, view WebAIM's ""The headers and id attributes"" at http://webaim.org/techniques/tables/data#id",8
"MDL-30895","12/23/2011 04:43:57","provide easier chat reading for screen reader users in accessible chat activity","While the accessible version of the Chat activity is accessible, it could be more usable. The way to navigate the discussion is a bit cumbersome to listen to for screen reader users because of the use of definition lists.    It might be better to store the chat messages in a table with three columns. Column one would be a header column and include the poster's name. Column 2 would be the message. Column 3 would be the time stamp. This would allow screen reader users to simply navigate up and down the second column and easily hear the most pertinent information - the person's name and their message.    The current definition lists, while semantically correct, are quite verbose and cumbersome to navigate for screen reader users.",13
"MDL-31089","01/10/2012 11:59:58","New posts listing on 'My Moodle' ignores groups.","Students are seeing 'x posts since last login' notifications under 'course overview' in My Moodle even if the posts belong to groups that they do not have access to.     Presumably, students should only get that notification if there are new posts that they are able to see.     *Replication steps:*  # Create a course with a forum that is set to 'separate groups'.   # Create two groups and enrol students into both.   # Post something on one group's forum.   # Log in as a student in the other group and see '1 post since last login' message under the subject in 'course overview'.",40
"MDL-31356","01/25/2012 06:23:46","IMS Enterprise enrol plugin added features","I've added the following features to the IMS Enterprise enrol plugin:  Ability to update a course Full Name Ability to update a course Short Name Ability to create nested categories during course creation Ability to update a user record (all fields that the plugin already knew about except username) Ability to set/update an authentication type for a user (during creation and updates)  I've added options in the settings/config area for this plugin to turn on/off course and user updates, and to set the separator character for nested categories. ",40
"MDL-31410","01/30/2012 06:32:30","PayPal IPN Script exposed to message_send() failure","The below issue includes the resolution. It merely needs to be marked as fixed and merged in to the main development branch.    The ipn.php script, that is a part of the Paypal enrolment method, makes calls to a function ""message_send"" that can cause the entire PayPal enrolment method to fail.    The ipn script is called by PayPal when a payment has been processed. Paypal calls the script and passes various tokens regarding the transaction. The ipn script:    1) Opens a handle for the paypal connection  2) Evaluates the received tokens and validates them  3) Enrols a student accordingly  4) Notifies the student, instructors & admins via a call to ""message_send()""  5) Closes the connection from paypal    Various people have been reporting that their paypal enrolments work fine for a while, but they start getting these IPN failure warning messages from Paypal. In their IPN history in Paypal, they see a list of failed transactions where the server (moodle) response was a 404.    What's happening for these people, is the 4th step above is failing. The ipn script dies as a product of message_send() failing and the PHP server process would seem to time out and cause the web server to return a 404 to paypal. Since step 3 has been completed, end users of moodle are getting what they need from the plugin. However Paypal doesn't tolerate the 404 responses for long and automatically disables IPN messaging after a while - causing paypal enrolments to fail entirely.    The solution I'm proposing is really simple. I've modified ipn.php to use a wrapper function for message_send that puts the call in try-catch block. This insulates the execution of ipn.php from whatever message_send failures ruining the whole experience. I believe resolving the issue in message_send is another matter (and may merely be a misconfiguration thing - though myself and others do have systems that send us emails successfully, guess those situations aren't depending on the same function).    I've attached my modified version of ipn.php below. I hope it is immediately merged in to the main development branch as this is probably affecting even more people than have been complaining about it.    This issue has been observed by me personally across a wide range of 2.x Moodle installations. I've avoided fixing it myself and have just run on weekly builds hoping someone else would fix it. But push came to shove thus I fixed it myself.",3
"MDL-31501","02/04/2012 21:42:56","New session infrastructure - file, database and memcached storage ","The OU finds memcache for session handling to be important for performance. Here is our code to be commented on, and hopefully, if good enough, added to core.    Edit: This ticket has been highjacked for memcached session handler instead of memcache.",100
"MDL-31560","02/09/2012 02:06:06","New message_send API is incapable of sending notfications from the $CFG->noreplyaddress.","The old email_to_user API could do this, and we need to be able to do this in many places in the code that currently use email_to_user, and which should be updated to message_send in future.    Please extend the API to make this possible. The old system was able to set a fake name to go beside the $CFG->noreplyaddress, so for example you might get emails from  * Shy User <noreply@moodle.org> - for example when a forum poster has decided they want to keep their email private; or  * Quiz system <noreply@moodle.org> - for emails generated in code.    I think both these use-cases are important, and so need to be implemented in the API, but from what I can see, this will be hard because:  * messages can hang around for some time in the message_working table - that is, there is no guarantee that messages are sent synchronously - it is up to the message output plugins.  * The from address in the message table is stored as a userid in a NOT NULL DEFAULT 0 column.    Note that this issue is different from MDL-6796.",8
"MDL-31597","02/12/2012 03:54:03","In User Report, Weights should not be displayed as a percentage","When you display weights for grade items in the User Report in the Grade Book,  they are displayed as percentages.  This is incorrect - they are not percentages,  nor are they used as percentages in aggregations    In Settings -> Grade administration -> Course grade settings  under 'User Report' set 'Show weightings' to 'Show'.  Then assign some  weights to grade items.  They are shown with a '%' following them.",13
"MDL-31625","02/14/2012 11:56:47","Overfilling DB entries with a replace causes error","If a column is at the constrained limit like mdl_log - url, then if you replace it with a new url larger, that the search url will fail.  {noformat}  Error writing to database    More information about this error    Debug info: ERROR: value too long for type character varying(100)  UPDATE mdl_log SET url = REPLACE(url, $1, $2)  [array (  0 => 'http://localhost/moodle',  1 => 'http://localhost/moodle21',  )]  Stack trace:  line 397 of /lib/dml/moodle_database.php: dml_write_exception thrown  line 232 of /lib/dml/pgsql_native_moodle_database.php: call to moodle_database->query_end()  line 596 of /lib/dml/pgsql_native_moodle_database.php: call to pgsql_native_moodle_database->query_end()  line 6281 of /lib/adminlib.php: call to pgsql_native_moodle_database->execute()  line 47 of /admin/replace.php: call to db_replace()  {noformat}    Jason Ilicic and I have made some fixes to the db_replace() function to fix database issues when running it.     - Running the replace command on fields that don't have the search url in it.   -- In PostgreSQL, update creates another row and tags the old row was re-usable but effectively doubling the Database size.   - Replacing a URL that is greater than original and making the column larger that DB constraints.   -- If column is 100 chars (mdl_log - url) and data is 100 chars, an update will fail if replace url is greater that search url.   - Replace the search url if the column is equal or greater that the size of the search url.",13
"MDL-31776","02/25/2012 20:43:02","Additional name fields, to allow Asian languages to flexibly display user names in Chinese characters, local phonetic system or Romanization","h3. Alternate name fields  *This is a proposal on behalf of The Moodle Association of Japan (http://moodlejapan.org). We are willing to work closely with Moodle HQ on this improvement and help by providing some funding for its development.*  The standard Moodle has only two fields for names ""firstname"" and ""lastname"". In countries that use a different writing system, this means that two sets of names need to be displayed, their name in the local writing system and their name in Romanization. Moodle needs a way to input both types of names, and for both the individual and the administrator (and perhaps at the course level) to determine which names appear in the various Moodle contexts.   *An ideal configuration*  I propose three additional fields: *surnamephon givenphon alternatename*   For standard English and European usage, these would be ignored, but for Japanese, Chinese, Korean and perhaps other writing systems such as Thai, the various Indian languages and Arabic. Possible entries would look like this:    || ||lastname||firstname||lastphon||firstphon||Alternate|| |Japanese|佐藤|宏|サトウ|ヒロシ|Satou Hiroshi| |Korean|李 |奎報| 이|규보|Yi Gyubo| |Chinese|陳|美和|ㄔㄣ|ㄇㄟㄏㄨㄚ|Chen MeiHua|   The site administrator would select how the $FULLNAME variable would appear. For Japanese, for example, the administrator might select lastname + firstname + alternate so that the students' names would appear in Kanji, but with the Romanization of it following the Kanji.  This would allow everyone to know how the name should be pronounced.  (Even Japanese need this since there are alternate pronunciations for Kanji. ""神部"" for example, could be read as ""Kamibe"" or ""Kambe"" depending on the preference of the user's family.)   Any combination of the above could also be selected as the default for user names that appear in various tables.  If the selected fields for tables is one of the Asian phonetic fields, then rather than the standard alphabet display for filtering the list by first name and last name, a similar selection display would appear for the selected alphabetic system.  For Chinese, a selection would also need to be made for the phonetic system to use.  Taiwan uses the ""BoPoMoFo"" (Zhuyin) system, while mainland China uses the Pinyin system.  *Student ID Display*  For many Asian languages, another problem not encountered so much in the West is people with identical names. This, plus the fact that some of the languages (namely Japanese and Chinese) have no convenient method for ordering names in Chinese characters, means that most schools rely on the student ID for ordering and identifying students rather than (or in addition to) their names.  Thus, there should also be an option in the site set-up selecting the StudentID field to be displayed to the left of names on various listings such as the grade book, assignment evaluation, etc.  *Complexity & coding time:*  This problem is quite complex since it involves modifying core code in perhaps 50-100 files that do database I/O, table displays, preference selections, etc. and would need to be done in close coordination with Moodle Headquarters.  *Who would benefit from this improvement?:* Probably every institution in Asia that has staff who do not read the local language need to be able to display names in both the local language and Roman letters. Various, rather unsatisfactory ad hoc solutions are currently used but a permanent, more elegant solution is urgently needed. ",100
"MDL-31830","03/01/2012 06:17:04","Replacement for the course and category management pages","This issue has been created to look at a possible replacement for the course and category management pages within Moodle.  The management system we currently have is getting pretty antiquated and could really do with a make over and could be greatly streamlined to get all of the desired/common features onto fewer pages.  It would also be great if the process of adding, moving and deleting categories could be simplified and likely JS enhancement could help this (think AJAX loading and drag + drop).",100
"MDL-31989","03/11/2012 19:51:49","Global Search 2","Global Search is currently removed from Moodle 2.2.     As part of GSoC '13 project, I've re-written Tomasz Muras's Global Search implementation for the current 2.6 (dev) master branch.     You may view the demo and play with it here: http://global-search.jmuras.com/  ( Username:search_admin Password: Search_admin1 )    The docs are here: http://docs.moodle.org/dev/Global_search",20
"MDL-32275","03/30/2012 23:41:20","enrol/users.php shows last access to the platform but not last access to the course","The view enrol/users.php is course specific as it shows which users are enrolled in the course. Nevertheless, the field last access shows the time when a user last accessed the platform although he never accessed the course or last course access was much earlier. One expects that the field tells when a user last accessed the course.",8
"MDL-32450","04/16/2012 04:54:02","DragMath GPL issue","DragMath jar (DragMath.jar) file is distributed with Moodle but there is no source code available. The same goes for all jars under lib/dragmath/applet/lib.",8
"MDL-32570","04/21/2012 05:36:53","Deleting ""Miscellaneous"" category broke the ability to use IMS Enterprise to create courses","We deleted the ""miscellaneous"" category in Moodle 2.1 and ran our IMS Enterprise script.  No courses were created. The incident sounds similar to http://tracker.moodle.org/browse/MDL-21470  and this posting http://moodle.org/mod/forum/discuss.php?d=200639  If we remove the one section in the script that is really a term, but has the same tag as a course with no category specified, then all of the other courses are created just fine.  When we created the ""miscellaneous"" category again then the script runs without a problem.  An empty course with the name ""Spring 2012"" (which is the name of our category) is created in the ""Miscellaneous"" category.  The real courses are then created in the ""Spring 2012"" category.    I don't know if it matters but we are on PHP Version 5.3.5",2
"MDL-32592","04/23/2012 22:13:11","Category Undefined in IMS Enterprise","Hi  At line 396 in enrol/imsenterprise/lib.php the script checks if the category-string is longer than 0. However, if the category is empty this will and does result in an error.   Notice: Undefined property: stdClass::$category in /workspace/moodle2.0/enrol/imsenterprise/lib.php on line 396.   It is not an serious matter, but a small bug which is easily fixed by adding a different if statement:   if(!empty($group->category)).   I can provide a patch if necessarily.   Best regards  Henrik ",2
"MDL-32746","05/03/2012 22:41:18","User login - trigger event","Would it be possible to add a user login event to the events api.  The event could be triggered in complete_user_login() function in moodlelib.php:  events_trigger('user_login', $USER);  ",3
