"issuekey","created","title","description","storypoint"
"FAB-355","09/12/2016 15:29:46","As an infrastructure developer and application developer i want to have availale a software based crypto provider implementing the interface of FAB-354 in golang.","Implement a software provider implementing the interface described in FAB-354 in Golang to be used by the peer core code.",8
"FAB-356","09/12/2016 15:31:11","As an infrastructure developer i want to ensure that all crypto calls within the nodejs client go through the fabric crypto library (BCCSP)","This requires that this library defined in FAB-354, and whose software provider was implemented in FAB-355/FAB-823, is used throughout the fabric client sdk in Node.  ",8
"FAB-359","09/12/2016 20:14:48","Bootstrapping a blockchain network with Orderers and Peers","Bootstrapping Fabric network including bootstrapping 2 components: Orderers and Peers. Orderers make up a network of nodes with mesh connections. Peers network uses gossip to communicate with one another but direct connection with the Orderer network. All connections are TLS.    Each Orderer is configured by an administrative CLI command, which provides the necessary bootstrapping data, including a list of trusted roots, a list of Orderer certificates and IP addresses, a set of specific consensus algorithm properties, and access control policies. With this information, an Orderer may start up and connect with other Orderers.    Each Peer requires at least the following configurations:  # An enrollment certificate to participate in the network. The certificate may come from any CA as long as the CA is part of the trusted roots on the consensus service that the Peer will connect to  # A list of the Orderer certificates and IP addresses, which the administrative CLI from the consensus service can generate  # A list of trusted root certificates  # An optional list of channels that the Peer should subscribe. Unless explicitly configured, the Peer does not subscribe to any channels upon starting up    ",8
"FAB-383","09/13/2016 15:00:42","Verify manual state transfer works","As we discussed over the weekend, following Gari's suggestion. Needed in case things go terribly bad.",1
"FAB-386","09/13/2016 15:44:21","Add robust configuration mechanism for the orderer package","The orderer service uses piecemeal configuration using environment variables today.  This should be done using Viper, but using the newer API which allows error on extraneous variables.    In the event that the newer version of Viper is not available, the similar but older version of the call can be used temporarily.    This should be re-usable across Solo, Kafka, and the RawLedger implementations.",2
"FAB-418","09/21/2016 18:40:01","Enhance atomicbroadcast API to support channels","In order to support delivering batches to only a subset of peers, the atomicbroadcast API must be enhanced to allow channel creation, channel membership polling or notifications, and broadcast or delivery to one or more channels.    This will require modifications to the `atomicbroadcast/ab.proto`.  This will cascade into modification of solo to support the new API.",8
"FAB-467","09/27/2016 01:23:13","Add support for orderer/config package","Switch over the Kafka orderer to the config package introduced in FAB-386: https://gerrit.hyperledger.org/r/1153",2
"FAB-468","09/27/2016 01:31:08","Add support MaxWindowSize and QueueSize","MaxWindowSize sets an upper bound on a client's requested window, and QueueSize sets an upper bound on the maximum number of messages a client may have pending. These are not necessary to have but they are good features and they align the Kafka orderer with the Solo one.",2
"FAB-470","09/27/2016 05:05:08","Make logging level configurable for solo orderer and config package","I think a command-line flag (as we do in the Kafka orderer) will do to begin with, but we probably want to add this to the YAML file as well.",2
"FAB-473","09/27/2016 12:56:55","sbft: create standalone consensus peer","create executable that will act as atomic broadcast client and use sbft as backend",8
"FAB-474","09/27/2016 13:14:27","generic censorship prevention and duplicate request purge for BFT consensus","We want to prevent the primary of sBFT (but really any replica in any BFT atomic broadcast) to censor requests (i.e., drop individual requests).      Proposal: Per discussion with [~vukolic], this could be addressed by a generic component (not be part of sbft core, nor specific to sbft), which keeps track of new requests (""fresh""), in-flight requests (""pending"", only at primary), and recently completed requests.  Timestamped entries are serviced infrequently (several second scale), and fresh requests will be brought to the attention of the remaining network, including the primary.  When a second, longer, timeout expires, the component signals to the atomic broadcast implementation that the leader should be changed.    Every time the atomic broadcast implementation observes a change in leader, this is communicated to the component and timeouts are adjusted to give the new leader time to act.    The leader also uses the registry of fresh requests to assemble a new batch.    This sounds deceivingly simple and probably will turn out to be more complicated than expected.",8
"FAB-475","09/27/2016 13:23:06","generic check for correct requests","The consensus network should not add garbage data to the batches it produces.  Especially under byzantine assumptions, it is possible that byzantine nodes (client, primary) introduce invalid data into the batches.  To protect against this, requests proposed by a leader need to be validated for a correct signature from an authorized client.  This way a leader (or unauthorized client) can not add invalid requests.  This can be implemented as a generic component that can be shared by different consensus implementations.  In the case of bft, replicas check the batch preprepared by the primary and perform a view change when requests are invalid.  This component would be used by FAB-474 to filter requests before they get added to the fresh pool.",8
"FAB-492","09/27/2016 20:10:00","leverage GO obcsdk to use node.js API instead of REST","Our GO obcsdk is used by a set of tests written in GO for consensus acceptance and regression, ledger stress tests, concurrency, and longrun testing. To talk to the Peers, client threads use REST calls. To leverage all these tests in v1.0 and beyond using node.js (especially needed if REST is deprecated), we must:  # Decouple the REST functions from the GO application layer, and create a well-defined API.  # Implement the node.js SDK communication interface methods, to perform the same functions as the existing REST functions.  # Provide a test environment variable for the GO application tests to choose either REST or node.js. ",8
"FAB-496","09/27/2016 21:49:02","Generate initial configuration transaction for orderer genesis block","The orderer needs to be able to take its initial configuration and deterministically generate a configuration transaction which all orderers will agree on.  This transaction should be well formed, and must be able to be interpreted by both the ordering service and the peer.",5
"FAB-497","09/27/2016 21:51:24","Create system chaincode at the peer to handle configuration changes","When the peer receives a configuration transaction, as defined in FAB-496, it needs to call the Configuration System Chaincode (CSCC) which performs the following:  # map the changes into the correct read-write-set for the ledger to store  # process the configuration changes if applicable;  ex, removing a member CA from the chain, calling gossip  # commit the transaction to ledger    CSCC will provide the following functions:  # process ""join channel"" for the peer to start receiving transactions on the specified channel  # process transaction on commit  # process ""queries"" to return configuration data on channel (status, members, crypto)    For now, we will not require any endorsement of the transaction though this may be added in the future.  ",3
"FAB-507","09/28/2016 15:14:51","Each solo orderer client should have a separate flow control window","The QueueSize configuration option is being applied across all orderer clients. Change this to apply on a per-client basis.",2
"FAB-526","09/29/2016 21:52:04","Add reconnection logic","If the Kafka brokers are not up yet, the orderer should attempt to reconnect to them every X seconds for a period of Y seconds, instead of panicking right away.    This means there's no need for ""sleep 5s"" hacks when bringing up a network for BDD tests via Docker Compose.",1
"FAB-539","09/30/2016 03:34:29","Implement crypto in python SDK","Follow SDK spec and refer to nodeJS SDK implementation.",5
"FAB-580","10/02/2016 13:38:58","As a fabric developer working on endorser logic I want to do all the required security checks on a client proposal","This is in accordance to FAB-351, and FAB-489.",8
"FAB-600","10/05/2016 11:06:57","As an endorser performing simulation, I want the state database to always be in sync with the blockchain ledger on the file system","ledgernext was initially delivered in sprint1 to quickly unblock dependent components, in this task the simulation and state management code will be hardened, for example to ensure the state index is always consistent with the blockchain ledger.",8
"FAB-601","10/05/2016 11:22:45","Ledger versioning scheme: I want to use the block/transaction height as a variable's version, instead of an incrementing version number, so that I have traceability between state data and transaction data","Ledger versioning scheme: I want to use the block/transaction height as a variable's version, instead of an incrementing version number, so that I have traceability between state data and transaction data",2
"FAB-617","10/06/2016 15:38:33","Add headless unit tests for Peer.js and Member.js","So that each function are tested for handling good and bad params, etc.",2
"FAB-618","10/06/2016 15:40:48","Add error paths to endorser-tests.js","In the initial changeset there's only happy path. Need to add more error paths like what's done in ca-tests.js.",2
"FAB-659","10/11/2016 15:50:10","Merge master branch's bug fixes and tests into fabric-sdk-node","the new repository ""fabric-sdk-node"" was based on a pre-v0.6 version of the master branch. The master branch has since been further enhanced with bug fixes. We want to bring those into the new repo where make sense.    [~pmullaney] has already started working on migrating over the event hub feature into the new repo, so this effort doesn't need to take into account any code related to event hub.",8
"FAB-666","10/11/2016 16:07:53","As an orderer I want to retrieve the genesis block and join the network","Implement bootstrap startup procedure that accepts genesis block file containing configuration for orderer. Make sure the data is organized as specified in FAB-359.",2
"FAB-701","10/13/2016 15:04:46","Connections between shims and Kafka cluster should be authenticated","As of 0.9, Kafka supports TLS for client/broker and inter-broker communication.    We need to enable it, and also make sure that when a shim or broker is added/removed, the ACLs are updated accordingly.    There are no APIs provided by Kafka for this, so we will have to resort to executing scripts.    https://cwiki.apache.org/confluence/display/KAFKA/Kafka+Authorization+Command+Line+Interface  http://www.confluent.io/blog/apache-kafka-security-authorization-authentication-encryption/    Some more context here: https://hyperledgerproject.slack.com/archives/fabric-consensus-dev/p1477597906002876    Feel free to break this story into tasks, but let's use this as a point of reference for comments and discussion.",8
"FAB-702","10/13/2016 15:34:27","Dynamic set of peers.","Dissemination layer has to provide an ability of dynamic addition for new peer members, it has to be able to recover from network partition and congestion. Moreover it has to preserve node state integrity.    New coming or lagging peers will use the capabilities of this module to synchronize their state from the neighbor peers. ",8
"FAB-704","10/13/2016 16:51:35","Create signature validation DSL for use by filtering framework and later more broad use","At a high level, the initial configuration defines things like ""Only allow clients who have a certificate which is signed by one of these 6 parties"", but there is no obvious way to express this in a datastructure.  Especially as more complicated signature schemes must be specified such as ""It must be signed by the network owner, and, it must also have 4 of the 7 stake holders sign off as well"" the need for a domain specific language arises to express these concepts.    This should be defined in protobuf, as it is how we store and marshal things on the blockchain today.",2
"FAB-705","10/13/2016 17:03:54","Create a policy manager","With the ability to specify policy in FAB-704 it is necessary for the orderer to track what policies are currently in effect and be able to evaluate whether a policy is satisfied by a given transaction.    Therefore, a framework for updating and evaluating policies is necessary.",2
"FAB-706","10/13/2016 18:12:59","Create orderer common components dir","The complexity with introducing pluggable pieces for filtering and validation into ordering is making the 'throw everything into the orderer directory' policy not make sense.  The directory structure should be re-arranged.",1
"FAB-742","10/18/2016 15:00:15","Create and define gossiping node meta object","Once new node appears in the network it has to complete the state based on the information of the ledger height in other nodes. This information is disseminated during gossip keep alive mechanism, e.g. each node transfer its meta-state which should include information about ledger.    Need to provide an ability to store relevant info within nodes, serialize and de-serialize this information.",1
"FAB-761","10/19/2016 23:11:46","Orderer GRPC API","Define a GRPC API for client to submit a transaction to Orderer (ie broadcast and deliver).     This is currently in ab.proto, which we need to beef up the description on error conditions.",1
"FAB-780","10/20/2016 15:57:17","Update readme for the fabric-sdk-node repo to be more contributor friendly","should prominently include steps to build, set up test environment and run tests.",1
"FAB-782","10/20/2016 17:05:49","Remove sdk/node folder from ""fabric"" project in master","[~cdaughtr] has done the work to merge all subsequent changes to v0.6 and master in the original location (fabric/sdk/node) to the new project (fabric-sdk-node), tracked in FAB-659. so there's no need to keep the old code around in fabric.    [~greg.haskins] [~rameshthoomu] want to make sure you guys are aware of this planned action. Hoping to do it asap. Would there be any concerns w.r.t the build steps and CI jobs? we'll for sure clean up the make file as part of this.",2
"FAB-788","10/20/2016 17:51:40","As a fabric developer, I want to replace RocksDB with another key/value datastore","RocksDB has a patent infringement license in it from Facebook. The legal team is therefore not comfortable with using it. For details read: https://github.com/facebook/rocksdb/blob/master/PATENTS    The alternatives include  1. LevelDB (https://github.com/google/leveldb) with a go wrapper (https://github.com/jmhodges/levigo),  2. *goleveldb* (https://github.com/syndtr/goleveldb) - a porting of leveldb in golang  3. BoltDB (https://github.com/boltdb/bolt)    BoltDB is suitable for read heavy workloads (e.g., LDAP) but has a relatively poor performance for read-write workloads.  Of the other two options, *goleveldb* is chosen because it is implemented in golang and hence easy to intergate and maintain.  In addition, as a precedent, ethereum go implementation also uses this package (https://github.com/ethereum/go-ethereum/blob/master/ethdb/database.go)",8
"FAB-789","10/20/2016 17:54:56","As a fabric developer, I want to understand CouchDB performance as a ledger state database","Initial assessment is complete.  Senthil please attach a community-friendly copy of the performance assessment to this work item.",8
"FAB-821","10/22/2016 17:51:13","Size broadcaster's batchChan appropriately","See https://gerrit.hyperledger.org/r/#/c/1627/3/orderer/kafka/broadcast.go@50 and [~bcbrock]'s comment for details.    batchChan is the buffered channel where the broadcaster part of the Kafka shim holds incoming messages until it's time to cut a new block. In the current solo-like implementation, setting the number of elements of this buffer equal to the number of messages a block is expected to have is short-sighted.    We are now moving towards a model where the shim just relays each message to the broker as it receives it, so the original problem goes away, but we should still come up with an appropriate capacity for this.    Do we expose this as a configuration parameter with a sensible default and call it a day? (And what makes for a sensible default?)",0
"FAB-826","10/24/2016 13:38:41","As an infrastructure developer i want to implement ACLs on (channel) events","Implement the technique designed in FAB-637 for registration (access control enforcement) to a channel's events. Extend that implementation to have a aper-channel access policy/check.",8
"FAB-828","10/24/2016 13:41:06","Create couchdb database automatically for main system ledger","The assumption is that all chaincode will run in one CouchDB database for the system ledger, and there will be separate databases for each subledger.",2
"FAB-829","10/24/2016 13:52:14","As an application/infrastructure developer I want to design a generic membership service interface","This item reflects the work needed to design an interface for membership services operations (issuing/managing certificates, and authentication mechanisms using those certificates) in a way that that interface does not depend on the exact implementation/cryptographic primitives that the membership service uses.   This interface is to be integrated to core operations of the fabric, such that a fabric deployer who wishes to substitute only membership service component of the system, is able to do so without affecting the code of fabric core/transaction processing.   Wee need to define one interface used by the infrastructure (verification MSP interface) and one for the client to construct transactions (retrieving the corresponding certificates), and signing with its secret key.  ",8
"FAB-833","10/24/2016 14:00:44","As an application developer I want to implement an application library to offer confidentiality of transaction data.","This task relates to the implementation of the interface defined in previous work item of 830.",8
"FAB-835","10/24/2016 16:10:11","As a Fabric user, I want to know how the Kafka-based ordering service works","We've designed this out in the open, and all the logic is written down in the various JIRA issues that belong to FAB-32, and in #fabric-consensus-dev.    However, it's necessary to wrap everything up in a single document that acts as a point of reference.",2
"FAB-839","10/24/2016 17:39:27","Create per-session buffered channel for broadcast responses","The Recv path should as clear from blocks as possible. An appropriately-sized buffered response channel per connected client and a non-blocking write to it is the way to go.    See https://gerrit.hyperledger.org/r/#/c/1627/5/orderer/kafka/broadcast.go@129 for more details.",2
"FAB-885","10/26/2016 19:37:34","Enable successful execution of endorser.feature without bootstrap","This will not take into account bootstrapping, but will test the engine flow from the client prespective.",1
"FAB-892","10/27/2016 21:01:10","As an orderer I have to authenticate the peer that connects to me","The orderer/shim needs to check that the peer's certificate links back to a CA that's referenced in the channel's genesis/reconfiguration block.",2
"FAB-900","10/28/2016 18:04:31","Test Bootstrapping","An admin would bootstrap the network and would need the following:  * users and certs for each peer  * orderer certs and URL/IP address for the network  * any possible subchannel information if network will be configured with such    The output is:  * the genesis block that contains cert info for all peers in the network  * a hash that is sent to each peer for determining if the genesis block that they receive from the network is genuine.  ",3
"FAB-924","11/01/2016 17:10:04","Develop an end-2-end test to drive all v1.0 APIs","this is a happy path test that ensures all peer APIs have not regressed or changed, to ensure the SDK API and peer stay in sync",2
"FAB-925","11/02/2016 01:53:43","Improve coding styles in headless-tests.js for chaining Promise-based APIs","the current headless-tests.js have a lot of embedded promise-based calls, like below:    functionA()  .then(     function(result) {        // do stuff        functionB()        .then(           function(result) {...});     });    this is defeating the purpose of the design of Promise-based APIs, it should have been chained like below (note the ""return"" statement on the call to functionB()):    functionA()  .then(     function(result) {        // do stuff        return functionB();     })  .then(     function(result) {...});  );  ",1
"FAB-932","11/02/2016 20:44:07","Add a gulp task for running tests with coverage reports","""gulp test"" to run the whole test bucket  ""gulp test-headless"" to run just the headless tests    both should print a report in the output and generate the HTMLs for the coverage report",1
"FAB-950","11/03/2016 18:14:34","Have self-contained chaincode deployment setup so no manual prep is needed","Tests that need to deploy chaincode need the following setup:  - GOPATH environment variable  - chaincode available at the folder corresponding to $GOPATH/src/<the GO package>    have this be part of the test fixture so contributors don't have to manually set it up locally. set process.env.GOPATH in the code to the test fixture folder just for the test execution.",1
"FAB-993","11/06/2016 15:50:04","Create ChainPartition type","This maps to a Kafka partition, and is related to the two partitions per chain idea we're exploring for FAB-621. ",1
"FAB-994","11/06/2016 15:53:42","Create DataHolder type","Holds all the data that the Broadcaster needs to keep track of, in order to eventually send a new block on the chain. There is a 1-to-1 mapping between chains and DataHolders.",1
"FAB-995","11/06/2016 15:56:16","Rewrite Broadcaster so as to support ChainPartitions and DataHolders","The Broadcaster creates a DataHolder reference and spawns a cutBlock goroutine for every chain that is created. It keeps track of which goroutines are running, and can terminate them if need be.",2
"FAB-996","11/06/2016 16:03:31","Add a commons/util package","The point is to not have to rewrite the same common utility functions again and again.    This is what I have so far:    # Marshal(pb proto.Message) []byte  # Hash(data []byte) []byte  # ExtractEnvelope(block *ab.Block, index int) (envelope *ab.Envelope, err error)  # ExtractPayload(envelope *ab.Envelope) *ab.Payload    The Hash function exists in the core util package as ComputeCryptoHash, so I may have to remove that in the end. I'm doing it now cause I want to switch to SHA-2 (FAB-887).",1
"FAB-998","11/06/2016 16:04:38","Write test client that sends configuration envelope for new chain creation","This is part of the FAB-819 story. The goal is to use the ""broadcast_configuration"" client to send out a transaction that calls for the creation of a new channel. Then we will use the ""bd_counter"" client to make sure messages show up on the new channel.",1
"FAB-1013","11/07/2016 17:16:26","Turn validated new-chain configuration envelope into proper genesis block","The ordering node should be able to turn a validated new-chain configuration envelope into a proper genesis block. The ordering logic will then be able to get that block directly and push it to the new chain, and also set-up all the related logic (cutBlock goroutine, etc.) based on the parameters extracted from that genesis block (batchTimeout, batchSize), etc.",0
"FAB-1019","11/07/2016 21:34:27","Add unit tests for ledger applications on Fabric 1.0","Add unit tests to example.go application in ledger examples.",2
"FAB-1094","11/11/2016 21:57:00","Need utilities to break out a Block and get the ConfigurationEnvelope","We have multiple places in the code where we need to unmarshall multiple things to get from Block to ConfigurationEnvelope.    Create a set of utility functions that can be called from anywhere",1
"FAB-1141","11/17/2016 19:49:17","Bootstrap BDD","Implement bootstrap BDD feature.  This feature will for the basis from which all future features will be based wrt to system composition.",3
"FAB-1151","11/19/2016 00:47:40","Side DB - Channel Private Data - experimental feature","* As a Fabric deployer, I would like to maintain data such that only its evidence is exposed to the chain, ordering service, and channel peers while the data itself is disseminated to peers based on policy, so that we can achieve finer-grained data confidentiality for transactions while still maintaining ledger consistency and still being able to leverage Fabric for both data evidence and dissemination of the data (but in a more private fashion).    *Design*     Slides attached.",40
"FAB-1174","11/21/2016 19:34:26","Specify path to orderer.yaml via an environment variable","Allow an user to specify where on the file system the orderer configuration yaml file is located.    This makes orderer consistent with peer ( and its PEER_CONFIG_PATH ) and allows for easier creation of the docker image.",1
"FAB-1257","12/03/2016 16:00:37","As a chaincode developer, I want to use JSON-based data structures instead of table-based data structures, so that I have more control over queries","Remove Table API from Hyperleger Fabric in v1.  * The v0.5/v0.6 Pseedo-table API does not map well to current or next generation Fabric capabilities   * Project teams have been confused and frustrated with table API limitations    Encourage all new chaincode to use JSON-based data structures  * Additional query benefits when using CouchDB state database  * Provide JSON-based samples to help community update table-based chaincode  * Initial sample: https://github.com/denyeart/table_to_json/blob/master/chaincode/table_to_json_chaincode.go    In the future Fabric may add support for relational state databases  * At that time it will make sense to introduce a ‘real’ table API without the limitations of the current pseudo-table API  ",8
"FAB-1278","12/05/2016 21:18:54","Introduce generic notion of execution in the orderer","For the impending chain creation work, a second type of transaction will need to be 'executed' beyond a configuration transaction. This store is to generalizes the old configuration specific code paths into a re-usable path.    In particular, the broadcast filters must be generalized to be a more generic filtering mechanism.  Instead of replying with the matched rule type, and then having the invoker make decisions based on the match, the filters should return a Committer which can perform those actions with no specific knowledge from the caller.",3
"FAB-1280","12/05/2016 22:23:23","Create fabric common components directory and move orderer shared components there","The orderer has some common code which is of broader use to the fabric at large, not just the orderer.    In particularly, the configuration block parsing, and the policy parsing and evaluation are prime candidates for being shared in a modular way between the orderer and peer (and possibly other components).    This is being created in part by the request of [~muralisr] to faciliate some VSCC ESCC work.",1
"FAB-1298","12/07/2016 20:54:57","Remove queueing concept from Broadcast","The broadcast API suffers from a deficiency today, that it immediately returns success/failure before the request has actually entered consensus.    The desired behavior would be to return success only after the request has entered consensus, but, this poses a problem when the broadcast queue overflows.  In the event that the broadcast queue overflows, incoming requests should be rejected to alert the client to slow down.    This results in the situation of:  1. Wait until after the queue drains to return the failure (which will not throttle the client and not provide immediate feedback, this is bad)  2. Return the success before the queue drains (which will not inform the client if for whatever reason the consensus system never actually accepts the request)    Since these options both have drawbacks and are mutually exclusive, a different solution is required.    This story is to add windowing to the broadcast API to mirror the deliver API.  If the client knows how big the buffer is at the server, then the client can delay sending new messages until it receives the success/failure after processing the queue.  If the client violates the protocol and overflows the queue, the client can be dismissed as malicious and hung-up on.",2
"FAB-1300","12/07/2016 21:55:25","Provide metrics for the common orderer service endpoints","In order to assess the health of the ordering service, we should expose basic metrics about the state of the ordering network like number of clients connected, transaction rates, chains and chain heights, etc.",5
"FAB-1302","12/07/2016 22:00:45","Add config inspection validation on chain creation transaction","Today, chain creation requests are only validated based on the fact that they are well formed, and signed according to the policy for chain creation.    There is no checking to make sure that the orderers are specified correctly, that the orderer MSPs are included, etc.    What these checks are need to be determined as part of this story, as well as their implementation.  There is a plug point in the multichain systemChain.go code which is meant to handle this, but it currently is mostly a no-op.",3
"FAB-1304","12/07/2016 22:10:21","Hook into fabric ledger for rawledger implementation","The orderer currently relies on its own rawledger implementations, a simple ram based ledger (which does not persist anything to disk) and a simple file based ledger which uses a very naive JSON encoding with 1 block per file.    Neither of these are likely to scale well for real systems and have always been intended to be testing tools while the real ledger is developed.    A shim needs to be written between the orderer rawledger API and the fabric ledger api to support deploying with the fabric backing ledger for production deployments.",13
"FAB-1308","12/08/2016 15:10:58","I want to be able to read from CouchDB state database as an 'external' user (not using the peer's admin user)","Currently only two modes are available when using CouchDB - completely open (no user security) and completely locked down (user security enabled).  Production environments utilize the locked down configuration, while development environments may decide to skip user security in order to allow direct access.    If user security is enabled, only the peer's admin user can read/write to CouchDB.  No other 'external' users can access CouchDB - access is locked down and all requests must go through the peer's CouchDB user.    If it is desired to have 'external' users be able to read (only) CouchDB directly, two changes would be required:    1) Add the 'external' users to the CouchDB database security object as members.  See http://docs.couchdb.org/en/2.2.0/api/database/security.html .  Currently peer writes the database security object with just the peer's admin user upon each startup (allowing for the ability to change the username).  Note - it may be possible to use a server admin instead of setting the admins role on each database, and only populate the members role.     2) Any database 'member' would have both read and write access.  To lock it down for read access only, a CouchDB 'validation function' (deployed as a design document to CouchDB) would be required, it could enforce that only the peer's admin user could perform writes.",8
"FAB-1333","12/09/2016 17:44:01","Make orderer logging configurable (in a centralized way)","Today, the orderer initializes loggers in almost every package, and statically sets their logging levels.  This was easy to speed development along, but this really needs to be configurable for the whole ordering process in a sane way, ideally lifted from the peer flogging stuff.",3
"FAB-1334","12/09/2016 17:51:31","Decide on block hashing specifics","Today, the orderer is using the functions defined in `fabric/protos/common/block.go` for hashing the block header and data.    These functions are _definitely_ wrong, and were never intended to be long term solutions.  These functions need to be fixed to use a hashing algorithm and marshalling scheme (and possibly using a wide Merkle Tree for the BlockData).    This was discussed somewhat extensively in https://gerrit.hyperledger.org/r/#/c/1361/ but no conclusion was reached.",3
"FAB-1335","12/09/2016 18:13:55","BDD tests: Kafka orderer should be resilient to faults","     The following are the details for these tests.   * +Component+:  orderer   * +Description+:  Test scenarios with faults in the Kafka brokers, and the orderer shims.   * +Artifact Locations+:  test/feature/orderer.feature   * +Network Topology+:  3 orderers, 3 zookeepers, 4 kafka brokers, 4 peers   * +Client Driver+: behave    This test should show that as the partition leader changes, the network still functions as expected.",3
"FAB-1349","12/10/2016 20:29:21","Enforce restrictions on acceptable chain IDs","This is motivated by the fact that Kafka imposes restrictions on the allowed topic names:  https://github.com/apache/kafka/blob/trunk/core/src/main/scala/kafka/common/Topic.scala#L29    Regardless of that, we should adopt similar restrictions.    Ideally, these will be a superset of the Kafka restriction set so that we don't have to add any extra code for the Kafka consenter case.",1
"FAB-1351","12/11/2016 05:15:15","Update broadcast_config sample client so that it posts appropriate config for Kafka consenter","As things stand right now, the config it posts only works for solo. The client should have an extra flag that allows us to specify the consenter type, and then, by using the provisional bootstrapper, it should create the appropriate config.",1
"FAB-1352","12/11/2016 08:16:14","Add time-based block cutting to Kafka consenter","In the version that was rebased on top of the common components, this option was kept out in order to minimize the complexity of the changeset. The deliverable of this story is a Kafka consenter that respects the BatchTimeout config option.    ",3
"FAB-1358","12/12/2016 04:55:23","Convert all batchSize refs to the uint32 type","Address the mismatch between the batchSize type as expressed in the localconfig package versus the sharedconfig package and the orderer configuration proto.",1
"FAB-1359","12/12/2016 04:57:23","Drop custom flag support for Kafka orderer","As we are slowly moving to a setup where the behavior of the orderer is controlled by the config options captured in the genesis block and the orderer YAML file (and their overrides via ENV vars), it's time to drop the flag support that the Kafka orderer provided.    * Remove all flags from the Kafka orderer.  * Add a ""verbose"" option to the YAML file to control logging for the package that we use to interact with the Kafka cluster (sarama).",1
"FAB-1360","12/12/2016 04:59:15","Introduce ChainPartition construct for Kafka","The ChainPartition construct will be used to identify the Kafka topic/partition that the ordering shims should interact with when dealing with a particular chain.",1
"FAB-1362","12/12/2016 05:04:02","Add KafkaBrokers to shared config","The list of Kafka brokers used for ordering needs to be shared across the shims (ordering service nodes).",1
